,fsym_id,exdate,bbg_id,in_index
0,B00FG1-R,2020-02-24,BBG00699HCV8,0
1,B04V7K-R,2021-01-28,BBG000C0R327,1
2,B19ST9-R,2020-11-12,BBG000BNBDC2,1
3,B2DCHG-R,2020-11-05,BBG002WMG9X8,0
4,B2DWV9-R,2020-11-13,BBG000BH63D2,0
5,B3G4BK-R,2020-11-30,BBG00D0Y81M1,1
6,B6VKDH-R,2020-11-13,BBG000BC9K06,0
7,B6ZP8C-R,2020-11-09,BBG000BKY1G5,1
8,B6ZXQL-R,2021-01-29,BBG000DHPN63,1
9,B8350Q-R,2020-10-22,BBG000BZNSD8,1
10,B973PJ-R,2020-11-13,BBG000F964B6,0
11,BCHRDT-R,2021-01-28,BBG000BV7ZW8,1
12,BDM513-R,2020-11-16,BBG000H65582,0
13,BFMPK2-R,2021-01-28,BBG00RDKMTW8,1
14,BFSQSF-R,2021-01-21,BBG000BMT0R7,1
15,BJ2HRV-R,2020-12-01,BBG000BT41Q8,1
16,BJ2P30-R,2020-02-06,BBG000MKW8B5,0
17,BK2FRW-R,2020-11-13,BBG000MDCQC2,1
18,BL5KVX-R,2020-12-01,BBG000F6H8W8,1
19,BM9QXX-R,2020-11-30,BBG000DKCC19,1
20,BMF291-R,2020-11-12,BBG000QCQ764,0
21,BMH9K4-R,2020-11-12,BBG000C3ZNH2,0
22,BNMLW8-R,2021-01-22,BBG000D5BDF6,1
23,BPKYVT-R,2020-11-04,BBG000BDTT76,0
24,BPRHF0-R,2020-11-12,BBG000BHGDH5,1
25,BQDDX6-R,2020-11-13,BBG005H82GB2,0
26,BQVD1T-R,2020-11-03,BBG000BY3302,0
27,BRWKF0-R,2020-11-20,BBG000BLXZN1,1
28,BS0FTN-R,2020-11-27,BBG000G21FS2,0
29,BS21X5-R,2020-01-31,BBG000C4Q0W3,0
30,BTJCBQ-R,2021-01-28,BBG003FX9C44,0
31,BV3ZV5-R,2020-11-13,BBG000BCSZT1,0
32,BV4P4T-R,2020-11-05,BBG000BB6M98,1
33,BV52Y6-R,2020-11-04,BBG000BLR3Y7,0
34,BWZ93Y-R,2020-11-25,BBG001B4BV87,1
35,BXKBJW-R,2021-01-28,BBG000PXLSN9,0
36,BYKM67-R,2020-10-05,BBG000BSHJ96,0
37,BYNP13-R,2020-12-03,BBG000DQTXY6,1
38,BYPLSZ-R,2020-11-13,BBG000GM73Y2,0
39,C0YZ00-R,2020-11-30,BBG000BPFFJ1,0
40,C2LPC7-R,2020-11-27,BBG000BNYLL9,0
41,C37W7K-R,2020-11-19,BBG000F4HLT8,0
42,C5HWS8-R,2020-11-13,BBG000JN3576,0
43,C5P72D-R,2021-01-28,BBG000BGLFP7,0
44,C7C9TP-R,2020-11-27,BBG00BN96922,1
45,C7LZYC-R,2020-11-09,BBG000BNTTY4,0
46,C8S1Q6-R,2020-11-20,BBG000C38CT3,0
47,C8WZ5W-R,2020-11-13,BBG000BQ4C99,0
48,CDBB0P-R,2020-11-13,BBG000BSV7D1,0
49,CFG1CD-R,2020-11-09,BBG000TRJ294,1
50,CFGH2P-R,2020-02-06,BBG000C0Y3B9,0
51,CFJ279-R,2021-01-28,BBG000QBM0Z3,1
52,CHK9QJ-R,2020-11-05,BBG000BMDBZ1,1
53,CJ5TFB-R,2020-11-30,BBG008LJ4TF3,0
54,CKVS0L-R,2020-11-02,BBG000C2ND43,0
55,CKVZDS-R,2020-11-30,BBG000DWJWQ5,0
56,CP789N-R,2020-11-09,BBG000BC0955,0
57,CPCW2Z-R,2020-11-19,BBG000BGPTV6,1
58,CRJWXW-R,2020-11-12,BBG000CF29Z2,0
59,CRL9M6-R,2020-11-06,BBG000BT4C39,0
60,CRM45Z-R,2020-11-30,BBG000P0TKR6,0
61,CRNHT8-R,2020-10-21,BBG000BDF0G4,1
62,CRP3ZV-R,2020-11-10,BBG000BX9WL1,1
63,CRPCG2-R,2020-11-12,BBG000BNPYN9,0
64,CSS5YT-R,2020-10-30,BBG000BGBTC2,0
65,CTX9YS-R,2020-08-13,BBG000BTKR92,0
66,CW0Z19-R,2020-11-09,BBG000QJXDW9,0
67,CX6P1R-R,2021-01-28,BBG000PY5XQ1,1
68,CXW1DC-R,2020-01-30,BBG008QQCJ65,0
69,CY4K3V-R,2020-11-27,BBG0034VYLG9,0
70,CYB1M0-R,2020-11-13,BBG000BBS2Y0,1
71,CZ9YK0-R,2020-11-05,BBG000M7H7J5,0
72,CZBYFY-R,2020-11-13,BBG000BMTFR4,1
73,D0H09V-R,2020-11-18,BBG000BYTR65,1
74,D1P43P-R,2020-11-13,BBG000BWJFZ4,1
75,D1QXJC-R,2020-11-25,BBG000JVJ8N7,0
76,D2RQ56-R,2020-11-30,BBG000KFW1C2,0
77,D3VZJC-R,2020-11-24,BBG000BS5DR2,1
78,D3WHHV-R,2021-01-14,BBG000BS21R1,0
79,D3ZY22-R,2020-11-12,BBG000BLCPY4,1
80,D4VZNG-R,2020-11-13,BBG001KY3845,0
81,D502G9-R,2020-11-09,BBG000BB9KF2,1
82,D545SN-R,2020-11-13,BBG004WQKD07,0
83,D5T7M2-R,2020-11-13,BBG00LMYX123,0
84,D68983-R,2020-11-05,BBG000BFVXX0,1
85,D70L9L-R,2021-01-14,BBG000FV0NL0,0
86,D8DLQB-R,2020-11-27,BBG000BG7423,1
87,D9KK92-R,2020-11-13,BBG000BBHHP9,0
88,D9P31D-R,2020-11-19,BBG000BP7RH6,0
89,D9RT6Y-R,2020-02-06,BBG000BM2FL9,0
90,DBMQ4T-R,2020-11-27,BBG00D8JD9Z9,0
91,DBNVQ8-R,2020-11-12,BBG000BC5WJ4,0
92,DF3WQM-R,2020-11-04,BBG000BYDP11,1
93,DG27Q5-R,2020-11-12,BBG000BHX7N2,1
94,DH79H0-R,2020-11-19,BBG000BWSV34,1
95,DH7WLK-R,2020-11-13,BBG000BHD8S7,1
96,DHHJVD-R,2020-11-12,BBG000BFNLP4,0
97,DKMPBT-R,2021-01-28,BBG000C88125,0
98,DKMWR0-R,2020-11-13,BBG000C7QK61,0
99,DLN18C-R,2020-11-19,BBG000F4DVC8,0
100,DLRTBS-R,2021-01-28,BBG000BT1MR4,0
101,DLWPWK-R,2021-01-04,BBG000Q2BVH7,0
102,DNWLTJ-R,2020-11-16,BBG000BD9ZM7,0
103,DNXNVJ-R,2020-11-23,BBG000BV95H9,1
104,DNY1KW-R,2020-11-16,BBG000BQTMJ9,1
105,DQ510J-R,2020-11-24,BBG000CZ8PQ6,1
106,DQ5M42-R,2020-11-05,BBG000BLLWV2,0
107,DQZWBT-R,2020-11-30,BBG000G7QX50,0
108,DRBC9M-R,2020-11-06,BBG000BKR1D6,1
109,DS930J-R,2020-11-30,BBG000BP5FQ4,0
110,DSQWTZ-R,2020-01-31,BBG006NJXS29,0
111,DTKG2G-R,2020-02-04,BBG000NFKDB7,0
112,DVQFQ7-R,2020-11-19,BBG000D7P047,0
113,DW98X4-R,2020-02-27,BBG004BMM0N0,0
114,DWV3VS-R,2020-11-06,BBG000PLLP24,0
115,DWVHL4-R,2020-11-06,BBG000CWSZN2,0
116,DXTTDL-R,2021-01-28,BBG000HJ82S6,1
117,DXVDJ4-R,2020-11-18,BBG000KLB4Q1,1
118,DXW84Y-R,2020-11-19,BBG000BT7JW9,1
119,DXZQS6-R,2020-12-01,BBG000NSCNT7,1
120,DZ4M6W-R,2020-12-31,BBG000JWS4F3,0
121,F03Z3C-R,2021-01-28,BBG000CVQ2M0,1
122,F04DYS-R,2020-02-07,BBG000C1ZRQ7,0
123,F066CG-R,2020-11-12,BBG000BF5QK8,0
124,F07Q7W-R,2020-11-05,BBG000H3YXF8,1
125,F17K1T-R,2020-11-13,BBG000BQPCB3,0
126,F17SJ1-R,2020-12-03,BBG000BB6G37,1
127,F1DMRL-R,2020-11-09,BBG000D7HF89,0
128,F29RYJ-R,2020-11-13,BBG00NSBGFJ3,0
129,F3HW5T-R,2020-11-30,BBG000BT9174,1
130,F3J0FY-R,2020-11-12,BBG00L17G133,0
131,F4NL9B-R,2020-11-13,BBG000BD53V2,0
132,F6YYD9-R,2020-11-30,BBG000BP3SJ6,0
133,F72BWH-R,2020-11-13,BBG000BD2D25,0
134,F84V9G-R,2020-10-30,BBG00BZSZZD5,0
135,F9BFK8-R,2020-11-27,BBG000F161Q3,0
136,FCCHG2-R,2020-02-27,BBG00B5CBKJ6,1
137,FCHV3J-R,2021-01-28,BBG000GFD3R8,1
138,FCMH1Y-R,2020-11-18,BBG000BHYLP8,0
139,FCMSN7-R,2020-02-03,BBG000BJ7NF1,0
140,FDQM4Z-R,2021-01-28,BBG000DLD469,1
141,FFKCF9-R,2019-11-20,BBG005PTVFQ1,0
142,FGWDJN-R,2020-11-12,BBG000CHSN07,0
143,FGWVD2-R,2020-11-30,BBG000J2W794,0
144,FH0KGK-R,2020-02-06,BBG000GMHBH2,0
145,FH0TZT-R,2020-10-30,BBG000BRDFF3,0
146,FJK5DC-R,2020-11-12,BBG001QD4318,0
147,FL275K-R,2020-11-12,BBG005KLVW13,0
148,FL8FW7-R,2020-11-05,BBG000BJQTT2,0
149,FMDXJJ-R,2020-11-09,BBG000CTGXS2,0
150,FNJW6B-R,2020-02-06,BBG000D3ZFH8,0
151,FNKLL0-R,2020-11-27,BBG000C8D8G9,0
152,FNNVT2-R,2020-11-13,BBG000CN80Y9,0
153,FPSXNZ-R,2020-11-12,BBG000R7ZZX2,0
154,FPTJVK-R,2020-11-12,BBG000BT1715,1
155,FPVHPG-R,2021-01-28,BBG000BLKC01,1
156,FRN1RQ-R,2020-02-18,BBG001W55FM7,0
157,FRZ5Z3-R,2020-11-19,BBG000BL0P40,0
158,FS32CR-R,2020-12-01,BBG000BJ8YN7,1
159,FT3PPF-R,2020-11-12,BBG000C1PFY5,0
160,FT5NF8-R,2020-02-07,BBG000GJQQ22,0
161,FT7VMB-R,2020-11-27,BBG000BRNGM2,1
162,FT8DNV-R,2020-11-19,BBG000BP52R2,1
163,FV824M-R,2020-11-18,BBG000FDBX90,1
164,FV9XPC-R,2021-01-28,BBG000HPX6W0,1
165,FWHKKR-R,2020-11-09,BBG000CBMH27,1
166,FXM1B3-R,2020-11-19,BBG000C4Q6J5,0
167,FZX0PQ-R,2020-11-09,BBG000BHXPK5,0
168,G115RQ-R,2020-11-13,BBG000BB67F4,0
169,G21ZDK-R,2020-11-30,BBG000PYJY93,0
170,G35BYT-R,2020-11-09,BBG000H6K1B0,0
171,G3949H-R,2020-11-27,BBG000QH56C1,1
172,G49K2V-R,2020-11-17,BBG000DGPR66,0
173,G4GB6B-R,2020-11-24,BBG000BV4DR6,1
174,G5M19V-R,2021-01-28,BBG000BVP5P2,1
175,G6KS0R-R,2020-11-20,BBG000BMWV95,0
176,G6KZ1L-R,2020-10-28,BBG00GBNZ4M0,0
177,G6M2HZ-R,2020-11-13,BBG000D6MRB5,0
178,G8W8CV-R,2020-11-20,BBG000B9ZJN2,0
179,G900JC-R,2020-11-24,BBG000BGVC19,0
180,G92RX2-R,2020-11-30,BBG000RJ2J04,0
181,G9J2NY-R,2020-11-27,BBG006FCB019,0
182,GBGMN9-R,2020-12-29,BBG001D2TV80,0
183,GC9695-R,2020-11-12,BBG000BSXQV7,1
184,GFJGD5-R,2020-11-27,BBG000BQC9V2,1
185,GFJPVD-R,2020-11-27,BBG000CJSNX7,0
186,GFW3V9-R,2020-11-04,BBG001DCR685,0
187,GHRDWW-R,2020-11-09,BBG000FRNTH6,0
188,GHTN4Z-R,2020-09-01,BBG000CFFP28,0
189,GL3QQP-R,2020-11-23,BBG000BCSCB1,0
190,GM7SLL-R,2020-10-30,BBG000BB61F7,0
191,GMNVJW-R,2020-11-30,BBG000RQKCR4,0
192,GMRJ6Z-R,2020-02-03,BBG00B9C2J50,0
193,GPWHKD-R,2020-11-05,BBG001P717K5,0
194,GQGP3B-R,2020-11-05,BBG000BP0929,1
195,GQH1TP-R,2020-02-28,BBG000BQ4GG2,0
196,GQHWDG-R,2020-12-14,BBG000BST2P2,0
197,GQN0DG-R,2021-01-28,BBG000BXT422,0
198,GRNSJT-R,2020-11-12,BBG00H609HX2,0
199,GRRFYN-R,2020-11-06,BBG000BX3TD3,1
200,GRRSLZ-R,2020-11-06,BBG000BWQGX6,0
201,GRS126-R,2020-11-13,BBG000C1S4V0,0
202,GRSHZN-R,2020-11-27,BBG000BPBR63,0
203,GS3RJ8-R,2020-11-10,BBG000BY2Y78,1
204,GSWHTK-R,2020-11-25,BBG000HG21Y3,0
205,GSWXLY-R,2020-11-06,BBG000D8KTN6,0
206,GTWXR1-R,2020-11-27,BBG000CZ62D3,1
207,GTX249-R,2020-11-30,BBG000GDSKT7,0
208,GW4X2M-R,2020-10-30,BBG000JQJC22,0
209,GX4PTJ-R,2020-11-05,BBG000BMBGV6,0
210,GX5LJC-R,2020-11-12,BBG000BYYLS8,1
211,GX9WQD-R,2020-11-27,BBG000BK0KS7,0
212,GXCVG7-R,2021-01-28,BBG000M8S4W3,0
213,GYJ1QD-R,2021-01-28,BBG000QDT8Z5,1
214,GZF20K-R,2020-11-13,BBG000BM5SR2,1
215,GZFZSF-R,2020-11-13,BBG000CC53X1,0
216,H0P6P9-R,2020-11-09,BBG000D2ZTS8,1
217,H0PVXX-R,2020-11-25,BBG000BPX941,0
218,H0PWZY-R,2020-11-03,BBG000BJ6X42,0
219,H1PLJR-R,2020-10-29,BBG000BHKJQ7,0
220,H1W6C4-R,2020-11-12,BBG000TGPLG1,0
221,H1W6XP-R,2020-11-06,BBG00GSNPM07,0
222,H1YRLX-R,2020-12-17,BBG000RNBH63,0
223,H2VPCM-R,2020-11-17,BBG000BBGGQ1,1
224,H59VN3-R,2020-02-27,BBG000Q6DFZ1,1
225,H689TR-R,2020-10-30,BBG000H0X129,0
226,H7DGWR-R,2020-10-30,BBG000BKVJK4,1
227,H7HS5V-R,2020-11-30,BBG000BK1C95,0
228,H7K6Y6-R,2020-11-30,BBG000H35J52,0
229,H8PG48-R,2020-11-05,BBG000BT0093,0
230,H9S7KZ-R,2020-11-13,BBG000BLZD12,0
231,H9XNHM-R,2020-11-04,BBG000QG9SX8,0
232,HBSRPK-R,2020-11-09,BBG000C1DD28,0
233,HCKJJC-R,2020-11-27,BBG000NTPHW0,0
234,HF1P15-R,2020-11-30,BBG000BJ49H3,1
235,HF23WL-R,2020-11-30,BBG000C4Z6C2,0
236,HHB176-R,2020-11-20,BBG000CS0DM1,0
237,HHC265-R,2020-10-30,BBG000BKV9Y1,0
238,HHD5YV-R,2020-11-30,BBG000G7CDN9,0
239,HHGP2K-R,2020-11-13,BBG000C43744,0
240,HJXXH4-R,2020-11-25,BBG001KJ2HM9,1
241,HKMKNB-R,2020-11-13,BBG000BW7X97,0
242,HKRSQ9-R,2020-11-27,BBG000BS7ZF4,0
243,HLDF9W-R,2021-01-28,BBG004CDX4P7,0
244,HLRH83-R,2020-11-17,BBG000JKM045,0
245,HP13ZD-R,2020-11-12,BBG008NXC572,1
246,HP79S6-R,2021-01-19,BBG000PKBR05,0
247,HQ2MHF-R,2020-11-23,BBG00LNJRQ09,1
248,HSFL3C-R,2020-11-09,BBG000BRJ809,1
249,HSKDCY-R,2020-11-05,BBG000DZJVH0,0
250,HTJJW7-R,2020-11-02,BBG000BKQ254,0
251,HTKLX7-R,2020-11-17,BBG000BRGWN4,0
252,HVP7ZR-R,2020-11-12,BBG000KDLS30,0
253,HWH61N-R,2020-02-12,BBG002536QC6,0
254,HZ6Z7Q-R,2020-11-05,BBG000C0G1D1,1
255,HZDTJB-R,2021-01-22,BBG001CGD2R0,0
256,J06Y9S-R,2020-11-03,BBG000BWSGF4,0
257,J0FV3X-R,2020-02-27,BBG00HTVK2F9,0
258,J1FK12-R,2020-01-31,BBG000BB3CT1,0
259,J2MW73-R,2020-11-10,BBG000L4M7F1,1
260,J3M85M-R,2020-11-12,BBG000BQNM78,0
261,J70N5J-R,2020-12-17,BBG000BQVTF5,1
262,J71671-R,2020-11-09,BBG000BWMX63,0
263,J75D6Z-R,2020-11-10,BBG000BMLWX8,1
264,J994MP-R,2020-11-17,BBG000H8TVT2,1
265,J9NNLH-R,2020-11-13,BBG000MTDW24,0
266,JBFXW8-R,2020-11-10,BBG00DK7NM27,0
267,JBXH5G-R,2020-11-27,BBG00KDYT8C4,0
268,JCNM95-R,2020-10-30,BBG00GD1JMV4,0
269,JDDDQJ-R,2020-11-19,BBG009CL5J76,1
270,JDJR0M-R,2021-01-28,BBG00KKD5N44,0
271,JDVMBC-R,2021-01-28,BBG000C665J4,1
272,JFV8T4-R,2020-09-18,BBG000BS0N59,0
273,JFVSSM-R,2020-08-27,BBG000PV85T2,1
274,JFW6L0-R,2020-11-12,BBG000BSZ738,0
275,JH09HY-R,2021-01-08,BBG000BBVVP2,0
276,JJ3Q47-R,2020-12-11,BBG000BDRR63,1
277,JJ81D9-R,2020-11-20,BBG000BRVP70,1
278,JJ8SV0-R,2020-11-09,BBG000BMWKC5,0
279,JKDM7P-R,2020-10-01,BBG000BMFFQ0,1
280,JLJHSF-R,2020-10-29,BBG000BC58D3,0
281,JM9MDP-R,2021-01-28,BBG00CWWQGZ5,0
282,JMK1Z1-R,2020-11-09,BBG000BRR481,0
283,JMMVP1-R,2020-11-27,BBG00QDWSVK6,0
284,JQXKJC-R,2020-11-06,BBG00Q8J72J0,0
285,JR251F-R,2020-02-06,BBG000NMJFC8,0
286,JR60D1-R,2020-11-05,BBG000Q8QBC7,0
287,JRFYNM-R,2020-11-17,BBG001DCCGR8,1
288,JS2P50-R,2021-01-14,BBG000BSR5N9,1
289,JS2Q71-R,2020-09-04,BBG000BRTL90,0
290,JT6JMQ-R,2020-10-30,BBG000FC4FJ8,0
291,JT71M6-R,2020-11-04,BBG000C060M4,1
292,JT792F-R,2020-11-20,BBG000C0QCK8,1
293,JT8RWT-R,2021-01-28,BBG000GLMHS3,0
294,JTCRLM-R,2021-01-28,BBG000C0FZY4,0
295,JTJF0J-R,2020-11-12,BBG000TGZHS6,0
296,JWFM05-R,2020-11-20,BBG0046LJYT2,0
297,JWMV8D-R,2020-11-05,BBG000CND7W0,0
298,JXLR9G-R,2021-01-21,BBG000DJYTQ4,0
299,JXQLN2-R,2020-11-06,BBG000JQ42W7,0
300,JZWLDY-R,2020-11-30,BBG000C2H3F0,0
301,K14T6R-R,2020-11-27,BBG000BLK267,0
302,K24537-R,2020-11-12,BBG000BKFZM4,1
303,K36637-R,2020-11-09,BBG000BH3F20,0
304,K4FF03-R,2020-02-28,BBG000BR0NQ8,0
305,K6NZPD-R,2020-11-06,BBG000BWW509,0
306,K6PJQX-R,2020-11-09,BBG000MMCGW2,0
307,K6TS68-R,2020-11-13,BBG00QVJVYB5,0
308,K6VK9M-R,2020-11-10,BBG000D5BNR1,0
309,K6XCSB-R,2020-11-05,BBG000HVWVP1,0
310,K7YFYF-R,2020-01-31,BBG000PR2ZP5,0
311,K8ZL7L-R,2020-11-09,BBG000BJYZD6,0
312,K916G7-R,2020-11-05,BBG000Q0BPZ4,0
313,KB3682-R,2020-11-19,BBG000BKYVF0,0
314,KB3SCM-R,2020-11-27,BBG000BT5PG5,0
315,KB3YPS-R,2020-11-25,BBG000BJSBJ0,1
316,KC6VBL-R,2021-01-28,BBG000BC9DK0,0
317,KC6WDM-R,2020-11-30,BBG000C1BW00,1
318,KCDZJV-R,2020-12-11,BBG00JM2HN46,0
319,KDC2JN-R,2020-11-19,BBG00K6988R4,1
320,KDCD3Y-R,2020-11-05,BBG000BQ5DS5,1
321,KDHCQP-R,2020-11-20,BBG000BH2JM1,1
322,KDJGTQ-R,2021-01-28,BBG000G1JDF4,0
323,KFHRL4-R,2020-11-09,BBG000BQ5GY1,0
324,KFMMZS-R,2020-11-27,BBG000FKJRC5,1
325,KGN65D-R,2020-11-12,BBG000BBH3V3,0
326,KGN9CH-R,2020-11-03,BBG000F13373,0
327,KGT6R3-R,2020-11-09,BBG000BB0WY4,0
328,KHRZJ1-R,2020-11-12,BBG000D61MB9,0
329,KHT2M2-R,2020-12-11,BBG000BPBVW5,0
330,KHY18X-R,2020-11-30,BBG000C4V9L0,0
331,KK1GV3-R,2020-08-06,BBG000CHPMY5,0
332,KLCSS0-R,2021-01-15,BBG001LV74X3,0
333,KM5Q58-R,2020-11-12,BBG000BSLZY7,1
334,KM7YFC-R,2020-10-30,BBG000QT29D1,0
335,KM84B2-R,2020-02-05,BBG00R02H8D5,0
336,KMBSW1-R,2020-11-03,BBG000BKV445,0
337,KNGXW0-R,2020-11-02,BBG000F61H73,0
338,KPFMHW-R,2020-11-12,BBG000L9CV04,1
339,KPG3FB-R,2020-10-30,BBG000CJXHL7,0
340,KPGRNY-R,2020-11-27,BBG000BDGHL0,0
341,KPM764-R,2020-09-16,BBG000MZ6CM0,0
342,KQ5JBJ-R,2020-11-05,BBG003981NS4,0
343,KQQHK9-R,2020-11-20,BBG000BCPFB7,0
344,KRVRTD-R,2020-11-04,BBG000BX1C88,0
345,KSWML9-R,2020-11-20,BBG000BL9JQ1,1
346,KV0J41-R,2020-11-23,BBG000BMHYD1,1
347,KXCJCK-R,2021-01-28,BBG000QTCPR9,0
348,KYF7S8-R,2020-11-05,BBG000BNCR58,0
349,KZJPGL-R,2020-11-04,BBG000BJGGV8,0
350,L0NDP5-R,2020-11-24,BBG000DPZC04,1
351,L0V3KJ-R,2020-10-30,BBG000BDPPR6,0
352,L1TLQ4-R,2020-11-19,BBG000BWXJT7,0
353,L2LQRT-R,2020-11-13,BBG001M6CZY1,0
354,L4226B-R,2020-11-25,BBG000CYKKX8,0
355,L43CTP-R,2020-10-29,BBG000RGW5V3,0
356,L4PC3K-R,2020-11-13,BBG001R72SR9,0
357,L6BT3Q-R,2020-11-06,BBG000BL9C59,1
358,L6GXZL-R,2020-11-19,BBG000C0ZW33,0
359,L6J5BR-R,2020-11-12,BBG000BFK8Y6,0
360,L6LZQD-R,2020-02-06,BBG000QMH637,0
361,L7H2CT-R,2020-11-27,BBG000BG4LG3,0
362,L7NHQX-R,2020-11-13,BBG000H3GDJ8,0
363,L9WD3K-R,2021-01-28,BBG000BXMGB2,0
364,LC1BTF-R,2020-11-12,BBG000PSKYX7,1
365,LD0WYZ-R,2020-11-06,BBG000BGKTF9,1
366,LDS05T-R,2020-10-30,BBG000J187K0,0
367,LF4WPT-R,2020-11-13,BBG000BJNGN9,1
368,LF95DC-R,2021-01-28,BBG00DRGKLZ9,0
369,LHKN8Z-R,2020-11-27,BBG000BQ2C28,1
370,LJPXK2-R,2021-01-21,BBG000C0BT45,1
371,LKV3P3-R,2020-11-19,BBG000BPW2W6,0
372,LKVX5V-R,2021-01-28,BBG000D17GK7,1
373,LLZLBD-R,2020-11-10,BBG000HLXBR4,0
374,LM7NQZ-R,2020-11-06,BBG000NTGLW1,0
375,LMZPNL-R,2020-11-09,BBG000C1TZL1,0
376,LRHQLX-R,2020-11-20,BBG000BH6360,1
377,LTP0Z2-R,2020-11-27,BBG000BGJRC8,1
378,LTSW9P-R,2020-11-05,BBG000BCWWV0,0
379,LWXGD7-R,2020-11-18,BBG000BZCN41,0
380,LX2PC4-R,2020-11-23,BBG000C2DWX0,0
381,LXC51M-R,2020-11-27,BBG00JRH1P95,0
382,LY5XN8-R,2020-11-18,BBG000BHN9B2,0
383,LYKD1K-R,2021-01-28,BBG00KK2W1T9,0
384,M0GMHM-R,2020-11-27,BBG000BBNKF6,0
385,M0H6M5-R,2020-11-18,BBG000BBPFB9,1
386,M1FW60-R,2020-11-27,BBG000BW3299,1
387,M1G5S9-R,2020-11-12,BBG000BF55Z8,0
388,M2XGTG-R,2021-01-28,BBG00QV3CHC7,0
389,M3QDQ6-R,2021-01-28,BBG000BGHJ83,1
390,M3RDM4-R,2020-11-18,BBG000BBXDK5,0
391,M3W1KK-R,2020-11-05,BBG000BWQTD0,0
392,M5BNQJ-R,2021-01-28,BBG003MS9X87,0
393,M79JSM-R,2020-11-27,BBG000TVZH85,0
394,M813QP-R,2021-01-28,BBG002Q8RXQ9,0
395,MDYC2K-R,2020-11-20,BBG000F86GP6,1
396,MFZ7XH-R,2020-11-26,BBG000BXYW97,1
397,MH33D6-R,2020-11-06,BBG000B9XRY4,1
398,MJCGG4-R,2020-11-19,BBG000BLHRS2,1
399,MKC1SV-R,2020-11-12,BBG000BW8S60,1
400,MKH5NQ-R,2020-11-12,BBG000BSHXP7,0
401,MKJ8WW-R,2020-11-12,BBG000RTDY25,1
402,MN5CL1-R,2020-11-19,BBG00V1L5YZ5,0
403,MNWCSY-R,2020-02-14,BBG0036FB0H2,0
404,MQ0Y3T-R,2020-11-16,BBG000BWGYF8,1
405,MQ119X-R,2020-11-18,BBG000BB6WG8,1
406,MR6WVR-R,2020-10-30,BBG00QVC2S07,0
407,MS5M9D-R,2020-10-30,BBG000J79P80,0
408,MS624T-R,2020-01-30,BBG000CDDDH6,0
409,MS9DHY-R,2020-11-05,BBG000DR5QP5,1
410,MSJFYK-R,2020-11-30,BBG000ND1SB0,0
411,MWNNBS-R,2020-11-09,BBG000JBC9M7,0
412,MXQXY4-R,2020-11-09,BBG000BD3F92,0
413,MY3SK8-R,2020-11-13,BBG000R2YFG7,0
414,MYTYPY-R,2020-11-27,BBG000JCZJS2,0
415,MYTZRZ-R,2021-01-20,BBG000BGCCC8,0
416,MYY724-R,2021-01-05,BBG000M1LNP1,0
