,fsym_id,exdate,bbg_id,in_index
417,MYYY9P-R,2021-01-28,BBG000PN5CZ1,0
418,MZZB54-R,2020-11-19,BBG000BRW4P6,0
419,N136PW-R,2021-01-28,BBG000NVLH13,0
420,N17TH6-R,2020-11-17,BBG000BYTHG6,1
421,N22ND2-R,2020-11-06,BBG00DM434G9,0
422,N286BN-R,2020-10-30,BBG000BJJ834,1
423,N2VGP9-R,2020-11-30,BBG0064N2T78,0
424,N2YFG6-R,2020-11-12,BBG000QK3NY5,0
425,N3CXK7-R,2020-12-17,BBG000BPWGR1,0
426,N3JVZW-R,2020-11-12,BBG000BFFCK8,0
427,N5NLBK-R,2020-12-22,BBG000F006R9,0
428,N723VX-R,2020-02-07,BBG00729LTJ5,0
429,N7Y770-R,2020-02-03,BBG0036D62Z9,0
430,N7YFL5-R,2020-11-16,BBG000BDLCQ0,0
431,NB5RP3-R,2020-11-27,BBG000BXSFH2,1
432,NB7018-R,2020-11-30,BBG000BQVV88,0
433,NB8VL0-R,2020-11-17,BBG000G3RXX7,0
434,NBCB9B-R,2020-11-19,BBG000CC0V00,0
435,NBCMWM-R,2020-11-09,BBG000BFBH12,0
436,NCJXRB-R,2020-11-23,BBG00HFMM0W7,0
437,NCQZSH-R,2020-11-19,BBG000G2ZK31,0
438,NDG617-R,2020-11-25,BBG003D8Y833,0
439,NDN5DT-R,2020-11-12,BBG000BFNR17,1
440,NDQ0YK-R,2020-10-28,BBG000F3WJ90,0
441,NFMH78-R,2020-11-06,BBG00GBVBK51,1
442,NFS30L-R,2020-02-21,BBG000B9WM03,0
443,NGR5CT-R,2020-11-13,BBG000DZK6N6,0
444,NGWJPX-R,2020-11-12,BBG000BGDQZ1,0
445,NHV4Q7-R,2020-11-12,BBG00BN969C1,1
446,NHX86P-R,2021-01-28,BBG000BQV317,0
447,NJTCZ6-R,2021-01-28,BBG003BW0JD4,0
448,NK0V54-R,2020-11-12,BBG000C7P7N2,1
449,NK5PDP-R,2020-11-27,BBG000BWQLY4,0
450,NNMSP6-R,2020-11-12,BBG000Q1KFH4,0
451,NPJW7K-R,2020-11-02,BBG000BB6KF5,1
452,NPQGXT-R,2020-12-03,BBG000BKT8B1,0
453,NQTR8Z-R,2020-11-12,BBG000BNHSP9,1
454,NQVLXS-R,2020-11-30,BBG000BB34W5,0
455,NRZMQN-R,2020-11-09,BBG000BHWFN5,0
456,NRZZCZ-R,2020-11-13,BBG000M4M6Q0,0
457,NT2TYR-R,2020-11-30,BBG000BL0T06,0
458,NT38T5-R,2020-11-18,BBG000BBDV81,1
459,NV3W1T-R,2021-01-22,BBG000FBJQM6,0
460,NV7CR3-R,2020-11-10,BBG000F4P4Z0,0
461,NW8T75-R,2021-01-28,BBG006S1YW78,0
462,NWD5NB-R,2020-11-30,BBG006KZRKT1,0
463,P01GQN-R,2020-12-30,BBG004DDDKH1,0
464,P0V324-R,2021-01-28,BBG000Q3RGN4,0
465,P1P032-R,2020-11-25,BBG00BLVZ228,1
466,P1X303-R,2020-11-02,BBG000MVZH28,0
467,P1XBGB-R,2020-11-05,BBG000BS5205,0
468,P224MV-R,2008-08-27,BBG000PXGT62,0
469,P31C86-R,2020-11-06,BBG000BG1811,0
470,P31DB7-R,2020-11-30,BBG000G0Z878,1
471,P34VYH-R,2020-11-25,BBG000BP30Y0,0
472,P4BZRB-R,2020-11-16,BBG000C4K3D4,0
473,P60NTB-R,2020-02-13,BBG008B5CF29,0
474,P7L1L7-R,2020-11-17,BBG000BTDHV7,0
475,P8R3C2-R,2020-11-18,BBG000BPH459,1
476,P8RCWB-R,2020-11-12,BBG000BS3PL3,0
477,P8RJ4G-R,2020-11-06,BBG000GYLFT9,0
478,P8VHV8-R,2020-11-02,BBG000BFG684,0
479,PC58QM-R,2020-11-10,BBG000HD3DW5,0
480,PHP2BT-R,2021-01-22,BBG000BS6M19,1
481,PHQ4CT-R,2021-01-28,BBG000LHD7R9,1
482,PHVQMM-R,2020-02-03,BBG00793T0Q8,0
483,PJNB5B-R,2020-11-18,BBG000QBR5J5,1
484,PJPRSK-R,2020-11-30,BBG000BGKXV2,1
485,PKSJ68-R,2020-02-06,BBG00358K8S0,0
486,PM2MNW-R,2020-12-14,BBG000BKGXQ4,0
487,PM2QVZ-R,2020-11-30,BBG000D5S4M0,0
488,PN2GGT-R,2020-08-14,BBG000BQGHT3,0
489,PN37ZK-R,2020-11-23,BBG000BHPL78,1
490,PN66MB-R,2020-11-30,BBG000LV0836,0
491,PP6W01-R,2020-11-23,BBG000G6Q4C8,0
492,PPFFNB-R,2020-11-05,BBG000BMSC38,0
493,PRGQ6L-R,2020-11-24,BBG000BP1Q11,1
494,PRN7RS-R,2020-11-30,BBG000BB88K4,0
495,PTR5LQ-R,2020-11-12,BBG000BHTTC1,0
496,PTRY1F-R,2020-11-27,BBG000BZX1N5,1
497,PVW48J-R,2020-11-30,BBG000C90DH9,1
498,PX63DZ-R,2020-11-24,BBG000LS68P3,1
499,PX8K28-R,2021-01-28,BBG000PHQ3V5,0
500,PY63P6-R,2020-11-27,BBG0015YTF57,0
501,PZF9CX-R,2020-12-04,BBG000BGZP70,0
502,PZGDGY-R,2020-11-17,BBG000BHWVB3,0
503,PZXZT4-R,2020-11-06,BBG000QK7PK1,0
504,Q2PKN2-R,2020-02-03,BBG000MJVCL9,0
505,Q3W004-R,2020-11-04,BBG000CKB2S4,0
506,Q51DTP-R,2020-11-06,BBG008D48F70,0
507,Q68CVY-R,2020-10-30,BBG000DD3KP1,0
508,Q77F54-R,2020-11-30,BBG000BKPZC4,0
509,Q7CHYZ-R,2020-12-02,BBG000BCNF74,0
510,Q8CPF7-R,2021-01-28,BBG000BFFW79,0
511,Q8HTYR-R,2020-11-19,BBG0069J9WB3,0
512,Q9G7JV-R,2021-01-28,BBG00384XTD2,0
513,QBNXD6-R,2020-11-09,BBG000TW5Y34,0
514,QBSNDL-R,2020-03-20,BBG000CMYG04,0
515,QCVXVT-R,2020-10-30,BBG000QK39V9,0
516,QD02XV-R,2021-01-28,BBG000M1K955,0
517,QF1ZJL-R,2020-12-23,BBG000BXHQM4,0
518,QG1HR7-R,2020-11-10,BBG000GZQ728,1
519,QGNSPH-R,2021-01-28,BBG0046J5J60,0
520,QH2H8S-R,2020-04-23,BBG000BQDF10,0
521,QH6F7Y-R,2021-01-21,BBG000M2NYQ2,0
522,QJHCKK-R,2020-02-27,BBG000B9Y8D8,0
523,QMQV1Q-R,2020-11-17,BBG000C8H633,1
524,QMVRJD-R,2020-11-12,BBG000BSM3F8,0
525,QMX32N-R,2020-11-13,BBG000CYW7N5,0
526,QNVNGD-R,2020-12-10,BBG00D1WNBL6,0
527,QNVZ1P-R,2020-11-25,BBG000BHV3W3,0
528,QP3LLV-R,2020-10-26,BBG000JYP7L8,1
529,QR4GHV-R,2020-11-04,BBG000BG8NP5,0
530,QR8VWZ-R,2021-01-28,BBG000CXNF22,0
531,QR97MB-R,2020-11-06,BBG000BN5MG5,0
532,QRYBGQ-R,2020-11-02,BBG00K53L394,0
533,QSF452-R,2020-08-21,BBG000JF2G52,0
534,QSLJL8-R,2020-11-12,BBG000K8K0L3,0
535,QT3C4H-R,2021-01-28,BBG009CQCCH1,0
536,QVJQ7M-R,2020-11-25,BBG000BP46T2,0
537,QVP8YX-R,2020-11-10,BBG000BBK401,0
538,QXYJYV-R,2021-01-08,BBG000BB7F65,0
539,QXZCJM-R,2020-12-30,BBG000BRZKC1,0
540,QYX5GN-R,2020-11-05,BBG002Q8NXP4,0
541,QZ2LTR-R,2020-11-12,BBG000C0B093,0
542,R16YC0-R,2020-11-09,BBG000BNBGF2,0
543,R2J99W-R,2020-11-12,BBG000BMY992,1
544,R4M2WP-R,2020-11-13,BBG000BBCDZ2,1
545,R4S089-R,2021-01-28,BBG000DH4YM4,1
546,R582JZ-R,2020-10-09,BBG00LFV6BR8,0
547,R5R5YR-R,2021-01-14,BBG000PN8SH3,0
548,R6WRP0-R,2020-04-16,BBG000BP3016,0
549,R6YV8L-R,2020-01-31,BBG006F8Q8B4,0
550,R85V3M-R,2020-11-24,BBG000D7FT63,0
551,R863MW-R,2020-11-30,BBG000CYN4J7,0
552,R95W9R-R,2020-10-14,BBG000C3FGH9,1
553,R967MQ-R,2020-11-06,BBG001V9VY04,0
554,R9B9RX-R,2020-11-06,BBG000C6QPN3,0
555,RBHHTX-R,2021-01-28,BBG0039G71V4,1
556,RC9616-R,2021-01-28,BBG00582TDZ7,1
557,RCG25M-R,2020-11-12,BBG000BPGQ60,0
558,RCNCKX-R,2020-11-19,BBG00RP60KV0,1
559,RFPMVX-R,2020-11-12,BBG000BWP7D9,1
560,RGM8LX-R,2020-10-29,BBG00MRDFJ50,0
561,RHVDR3-R,2020-11-30,BBG00NK8H8T2,0
562,RJ3T7G-R,2020-11-09,BBG000DNB9Q4,0
563,RJMXG2-R,2020-11-23,BBG000F02T51,0
564,RK34QK-R,2020-11-09,BBG00CW88W83,0
565,RK3HS8-R,2020-11-05,BBG000J1QLT0,1
566,RK8Z6D-R,2020-11-10,BBG000C1FQS9,1
567,RKZJ9M-R,2020-11-19,BBG000H8R0N8,0
568,RLHWHZ-R,2021-01-08,BBG000J0LC17,0
569,RMFR2L-R,2020-03-23,BBG00DL8NMV2,1
570,RPMZQ3-R,2020-11-02,BBG000BTH4T5,0
571,RPTNJF-R,2020-11-09,BBG000BH7CW0,0
572,RSQN90-R,2020-11-04,BBG001D8R5D0,1
573,RTGJYH-R,2020-11-19,BBG000R1YXQ9,0
574,RTXD8D-R,2020-11-24,BBG001P63B80,1
575,RV8LLW-R,2020-11-09,BBG000BCD4H9,0
576,RVBRQX-R,2021-01-28,BBG000KN5J90,1
577,RWCD1L-R,2020-11-05,BBG000C48437,0
578,RXH4B6-R,2021-01-28,BBG000BDTV08,1
579,RXHCSF-R,2020-11-20,BBG000BVMG26,0
580,RYRC40-R,2020-10-29,BBG000BPZBB6,1
581,RYTLD3-R,2021-01-21,BBG000C32KN7,0
582,RYVQ5T-R,2020-11-06,BBG00443P5G4,0
583,RZL265-R,2020-02-14,BBG000THJNJ9,0
584,RZW9ST-R,2020-11-16,BBG000FCF697,0
585,S0C9XD-R,2020-11-13,BBG008G2P3M2,0
586,S2111F-R,2020-11-18,BBG000BGFGT8,0
587,S24QRK-R,2020-11-12,BBG00FY94WC1,0
588,S425MV-R,2020-11-27,BBG005CHGKM1,0
589,S49F9H-R,2020-11-12,BBG000BFYGX4,0
590,S4DXZS-R,2020-11-06,BBG000BT1ZY7,0
591,S4J8BX-R,2020-11-09,BBG000BJBZ23,1
592,S5G3BZ-R,2020-11-27,BBG000BTT3D1,0
593,S5L2YQ-R,2020-11-06,BBG000J06DW8,0
594,S6PC9W-R,2021-01-14,BBG000BDP1P1,1
595,S6Q5WN-R,2020-11-16,BBG000JZ85H3,0
596,S7PDJ0-R,2020-11-30,BBG000CJN801,0
597,S7Q76X-R,2021-01-28,BBG000C0GL92,0
598,S7VLK0-R,2020-02-24,BBG000N08GQ1,0
599,S8YXX3-R,2020-11-13,BBG000CFZ003,0
600,S8ZPBT-R,2020-08-19,BBG000BV8DN6,1
601,SD0F4T-R,2021-01-14,BBG004RXCMJ7,1
602,SD29B5-R,2020-11-27,BBG003DNHV56,0
603,SDD54F-R,2020-11-04,BBG006JNW321,0
604,SDDH43-R,2020-11-18,BBG000BWLMJ4,1
605,SDKY5W-R,2021-01-28,BBG00L07HDN5,0
606,SGL0DZ-R,2020-11-13,BBG005DLS9N2,0
607,SGNMXY-R,2020-10-22,BBG000BGD220,0
608,SHMHWZ-R,2020-11-13,BBG000DCCZW2,0
609,SHNVG7-R,2020-11-23,BBG000HCJMF9,1
610,SHRZF5-R,2020-11-13,BBG000BFJT36,1
611,SJBSYF-R,2020-11-27,BBG00LT2PDY4,0
612,SJSMSW-R,2021-01-21,BBG000BCB3K9,1
613,SJY281-R,2020-11-09,BBG000BLNNH6,1
614,SKZRLQ-R,2020-11-06,BBG000G3QLY3,1
615,SLG208-R,2021-01-04,BBG000QYBB54,0
616,SM1NBL-R,2020-11-13,BBG000C19QW1,0
617,SPGL7X-R,2020-11-23,BBG00MRHG523,1
618,SQ7BQC-R,2020-11-30,BBG001KY4N87,0
619,SQFMK3-R,2020-11-27,BBG000BDJL83,0
620,SQFX2C-R,2020-11-12,BBG000BQGRG5,0
621,SQLQ7W-R,2020-08-07,BBG000BM1YX6,0
622,SQM0V5-R,2020-11-13,BBG000BR8QF5,0
623,SRQ849-R,2020-11-27,BBG000BNN8V9,0
624,SRQB8C-R,2020-11-03,BBG000GHLDQ4,0
625,SSKDHB-R,2020-11-03,BBG0088BL014,0
626,SSVTZP-R,2020-11-30,BBG000P4BDT1,0
627,SV5YJD-R,2020-05-14,BBG001CYZQT2,0
628,SX4VKF-R,2020-11-30,BBG000C668L5,0
629,SX8YC8-R,2020-12-02,BBG000DP2881,0
630,SYKZRW-R,2021-01-28,BBG003LB3TH0,0
631,SYPDRK-R,2020-11-10,BBG000H20336,0
632,SZDB1M-R,2020-11-05,BBG000BSPWD3,0
633,SZJK3L-R,2020-11-19,BBG001QG2N64,1
634,T0K4HC-R,2020-11-06,BBG000J31X35,0
635,T1N9NF-R,2020-11-19,BBG000RGM5P1,1
636,T1NFSF-R,2020-11-09,BBG000BKB811,0
637,T2TKPB-R,2021-01-21,BBG000BQYCB3,1
638,T2ZH1Y-R,2020-11-12,BBG000D6L294,1
639,T3YH93-R,2020-11-10,BBG000BKYDP9,1
640,T6655H-R,2020-11-25,BBG000C6KB14,0
641,T72QXJ-R,2020-07-31,BBG005D0NN61,0
642,T7CC6G-R,2020-11-30,BBG000C4QP94,0
643,T7H7M3-R,2020-12-18,BBG000GMKH30,0
644,T8HLDJ-R,2020-11-06,BBG000BGFBS0,0
645,T8Q3VN-R,2020-11-13,BBG000BCQ6J8,0
646,T9V6SL-R,2020-11-04,BBG000M2RGF9,0
647,TCL80G-R,2020-11-30,BBG000QCCGH7,0
648,TCX5SM-R,2021-01-28,BBG000BM1Q09,1
649,TF5XQ1-R,2020-02-10,BBG000TS4FG1,0
650,TF61V1-R,2020-11-30,BBG000BJGW43,0
651,TG5M3Q-R,2020-11-12,BBG000JF5K69,0
652,TH8TBT-R,2020-11-18,BBG000GSFXM7,0
653,TJN9X6-R,2020-12-14,BBG001DFW799,0
654,TKKMD8-R,2020-11-09,BBG000KLDTJ2,0
655,TKSJKR-R,2021-01-28,BBG000GN4ZY2,1
656,TMKFXX-R,2020-11-12,BBG000TGXB29,0
657,TMVLRW-R,2020-11-16,BBG000BGGBT8,0
658,TP420X-R,2021-01-28,BBG000BYCJJ7,1
659,TQ3282-R,2020-11-27,BBG000CXN8D6,0
660,TQ33B3-R,2021-01-28,BBG000BZH3D0,1
661,TR8891-R,2020-02-27,BBG000C40QG2,1
662,TRD8YT-R,2020-11-10,BBG000BPDXF8,0
663,TRDSY9-R,2020-11-13,BBG000BC8SH2,1
664,TRGCYS-R,2020-11-24,BBG000K1XFJ4,0
665,TSK02B-R,2020-11-30,BBG000BD8VT0,0
666,TTDQ0D-R,2020-11-16,BBG00286S4N9,1
667,TTHNN5-R,2020-11-12,BBG000P23KW4,0
668,TTJ2FK-R,2020-11-09,BBG000BMH768,0
669,TTNZT5-R,2020-11-05,BBG000BVXPZ8,0
670,TVTFDF-R,2020-12-03,BBG000BCVJ77,1
671,TVTKNK-R,2020-11-09,BBG000BFWF13,0
672,TWTDGH-R,2020-11-10,BBG000CTQBF3,1
673,TWTFJJ-R,2020-11-23,BBG000BCWSS3,1
674,TWXW2R-R,2020-10-16,BBG000BQQH30,1
675,TWY7T3-R,2020-11-03,BBG000CWSXR3,0
676,TX0WZQ-R,2020-11-13,BBG000BDSCP4,1
677,TXXC7C-R,2020-11-13,BBG000BFYB47,1
678,TXXFCF-R,2020-11-02,BBG000BDM8N1,0
679,TY1RMH-R,2020-10-26,BBG000BGCQT9,0
680,TYSRJ3-R,2021-01-28,BBG004P8YQ01,1
681,TZ57CV-R,2020-10-23,BBG000BMSWV3,0
682,TZ6LMS-R,2020-12-21,BBG000G2ZJ98,0
683,V05QFD-R,2019-11-27,BBG000BKQP53,0
684,V05ZYN-R,2020-02-04,BBG000D380M5,0
685,V0J8PF-R,2020-11-05,BBG001LWJDL1,0
686,V19XKF-R,2020-12-07,BBG000BBJ8C1,0
687,V1B2WL-R,2020-08-07,BBG000BJK547,0
688,V1H8SG-R,2020-11-04,BBG000BMM8S6,0
689,V2KMCR-R,2020-11-23,BBG000DGLTG5,0
690,V2MQCQ-R,2020-08-14,BBG000BVW716,0
691,V3ML7P-R,2020-11-13,BBG00FWP4JW4,0
692,V5VVBP-R,2020-10-29,BBG000DXHBN4,0
693,V5WMVF-R,2020-11-19,BBG000BHCP19,1
694,V60F1Z-R,2020-11-27,BBG000BYZ0Q5,0
695,V60VXD-R,2021-01-28,BBG000BBW9W2,1
696,V6ZQWF-R,2020-11-30,BBG000BGYMH7,1
697,V75BKP-R,2020-11-27,BBG000BHB3M6,1
698,V888Y5-R,2021-01-28,BBG002PV93G6,0
699,V9977J-R,2020-11-17,BBG000MBDGM6,1
700,VBK29Z-R,2020-11-24,BBG000C45984,1
701,VCNXSP-R,2020-11-24,BBG000BH3GZ2,1
702,VDP7J2-R,2020-11-19,BBG000BBWFN8,0
703,VDT85V-R,2020-11-05,BBG000BR3KL6,1
704,VFT0VQ-R,2020-11-30,BBG000BDDNH5,1
705,VG2026-R,2020-12-04,BBG000LGP1K8,0
706,VHXWMP-R,2020-11-06,BBG005497GZ3,0
707,VLH7Z4-R,2020-11-06,BBG000BH0106,0
708,VLJ7QY-R,2020-11-30,BBG000BBFT75,0
709,VMM6HT-R,2021-01-28,BBG000HP1PC5,0
710,VNMTTH-R,2020-12-04,BBG000C5HS04,1
711,VNN3BR-R,2021-01-28,BBG000CK8Q69,1
712,VQXNXZ-R,2020-11-12,BBG000BRMJN6,0
713,VQXR21-R,2020-11-27,BBG00BN961G4,1
714,VQYTRP-R,2020-10-30,BBG00658F3P3,1
715,VS0RYZ-R,2020-11-30,BBG000JNWST0,0
716,VS5NDP-R,2021-01-28,BBG000TJ8XZ7,0
717,VSC82Y-R,2020-11-19,BBG001LRKS55,0
718,VT5DYF-R,2020-12-08,BBG000FB1VT7,0
719,VT6261-R,2020-10-30,BBG000BRD351,0
720,VT67J6-R,2020-11-24,BBG000G0LND3,1
721,VTBLV9-R,2020-11-30,BBG000BNSZP1,1
722,VVBBG4-R,2020-11-12,BBG000BHZ4J2,0
723,VVKNF0-R,2020-11-05,BBG000Q92C66,0
724,VWF970-R,2020-11-05,BBG000BWQFY7,1
725,VX8BCY-R,2020-11-04,BBG00PF4SXH8,0
726,VXKKH3-R,2020-11-13,BBG000C15114,0
727,VZZMNK-R,2020-11-12,BBG000BKN0V2,0
728,W0Z2R4-R,2020-10-14,BBG000BJZ7V7,0
729,W14LCF-R,2020-12-15,BBG000BV7QM9,0
730,W14TPJ-R,2020-11-13,BBG00CFXJ735,0
731,W17W51-R,2020-11-13,BBG00HWHP8Q6,0
732,W2867S-R,2020-11-19,BBG000M814N2,0
733,W2BFHW-R,2020-10-08,BBG000JJR613,0
734,W38L37-R,2020-11-04,BBG000C2D195,0
735,W3F6YL-R,2021-01-14,BBG000BTJ2T7,1
736,W5NBSG-R,2020-11-12,BBG000BNF508,1
737,W6SBJ9-R,2020-11-12,BBG000BKS4S3,0
738,W6SXMV-R,2020-11-30,BBG000C43RR5,1
739,W6TS8N-R,2020-11-13,BBG000FJS1S8,0
740,W6VZ29-R,2020-11-09,BBG00FQH6BS9,0
741,W7TCMC-R,2020-11-12,BBG000MZYM65,0
742,W7XS3K-R,2020-11-30,BBG000BSS5C0,0
743,W7YC73-R,2020-11-27,BBG000BP3PW7,0
744,W800CN-R,2020-11-26,BBG000Q32RJ2,1
745,W8YQ0J-R,2020-11-25,BBG000BDGHD9,0
746,W8YRN3-R,2020-11-05,BBG003CVMLQ2,1
747,W9X9MG-R,2020-02-03,BBG001Y7R8L4,0
748,WC5QN9-R,2020-12-30,BBG000K91B10,0
749,WCBS91-R,2020-11-09,BBG000BSHH72,0
750,WDG05S-R,2020-10-27,BBG006Q0HY77,1
751,WDHHDK-R,2020-11-25,BBG000BF3WW4,0
752,WFKC6J-R,2020-11-19,BBG000T8ZF80,0
753,WFM5K3-R,2021-01-28,BBG000K0VQL1,0
754,WG7T4P-R,2020-11-27,BBG000BCWKD6,0
755,WGLQTS-R,2020-11-12,BBG000H556T9,1
756,WGMKDK-R,2020-11-30,BBG000BCFQC3,0
757,WGRTJK-R,2020-11-09,BBG000BTT5B8,0
758,WGT76W-R,2020-11-12,BBG000Q4FJD0,0
759,WL1C5V-R,2021-01-28,BBG000DSZHQ9,1
760,WL5DXN-R,2020-11-12,BBG000F4RZ43,0
761,WM5MFY-R,2020-11-13,BBG000BT68C6,0
762,WM8ZW3-R,2021-01-28,BBG000NV1YC6,1
763,WNFCB9-R,2020-11-30,BBG000BJ2LY9,0
764,WPFS7S-R,2020-11-17,BBG000K4ND22,1
765,WPL09R-R,2020-11-27,BBG000C2PL98,0
766,WQP8NX-R,2020-10-30,BBG000CR20B1,0
767,WRVHRX-R,2020-11-09,BBG000BSBBP1,1
768,WV5L8L-R,2020-01-31,BBG002Z9XD93,0
769,WW3NPV-R,2020-11-05,BBG000C1XKF6,0
770,WXCR8K-R,2020-11-30,BBG000BDS374,0
771,WYM8VT-R,2020-02-14,BBG000QM53N5,0
772,WZG892-R,2020-11-18,BBG002CV5W70,0
773,WZMNL4-R,2020-11-19,BBG000C34488,0
774,WZVR2S-R,2020-11-10,BBG000RWH1V4,0
775,X0N4MP-R,2020-11-17,BBG000BHLYS1,1
776,X1SL6Y-R,2020-11-19,BBG000DCV3T6,0
777,X1X2X7-R,2020-02-06,BBG000BCJXW2,0
778,X1Y52C-R,2021-01-14,BBG000PRZNN8,0
779,X45CZ6-R,2020-11-05,BBG000C3N539,0
780,X46VSL-R,2021-01-07,BBG000BB2KN0,0
781,X46WVM-R,2020-11-09,BBG000C3KGT0,0
782,X4TV3J-R,2021-01-28,BBG001PG5MK8,0
783,X59HZ5-R,2020-11-30,BBG000BY33P5,1
784,X6BL48-R,2021-01-28,BBG000C2TQV8,0
785,X6FP15-R,2021-01-28,BBG000BM2C18,1
786,X8LB4Q-R,2020-11-30,BBG000D9KWL9,1
787,X9Q7RH-R,2020-11-09,BBG000BR83Z4,0
788,XBV8KC-R,2021-01-14,BBG000BSL500,0
789,XBWJZK-R,2020-11-12,BBG000GKFKW1,0
790,XBZR2K-R,2020-11-06,BBG000BXYMC5,0
791,XBZT6M-R,2020-11-12,BBG000DNF659,0
792,XC0YCP-R,2020-11-05,BBG000BS1WR4,0
793,XD32KS-R,2020-11-09,BBG000BLT2T3,0
794,XD54HQ-R,2020-11-12,BBG000BQRVY4,0
795,XF43NV-R,2020-11-12,BBG000BDD940,1
796,XF4KJ8-R,2020-11-30,BBG000C3SB31,0
797,XF814J-R,2020-11-27,BBG000C9K6K8,1
798,XFBRC3-R,2020-02-03,BBG0035TJGV4,0
799,XG8WXF-R,2020-11-05,BBG000BNS256,0
800,XGFDHN-R,2020-11-13,BBG000BT9DW0,1
801,XGLDNZ-R,2020-11-12,BBG0080Q5RR0,0
802,XGTLT4-R,2021-01-21,BBG0014JY842,0
803,XHSVLM-R,2021-01-28,BBG001P2KSC8,0
804,XKPX2X-R,2021-01-28,BBG000BBHGQ0,1
805,XKT23W-R,2020-10-30,BBG000BZ21R5,0
806,XLCZT6-R,2020-02-13,BBG007FH8JX4,0
807,XLTC1H-R,2020-11-27,BBG000QK4W92,0
808,XLV00V-R,2020-11-30,BBG000BMLR50,0
809,XLY63V-R,2020-11-17,BBG000BBBNC6,1
810,XP7BTM-R,2020-11-04,BBG000BLN9N0,0
811,XP9358-R,2021-01-28,BBG000FRM7L0,0
812,XQBWQ1-R,2020-11-06,BBG000BP08R4,0
813,XQC8FD-R,2020-11-20,BBG000DS5588,0
814,XQCN4R-R,2020-11-13,BBG000BPMH90,1
815,XQN3ZC-R,2020-11-18,BBG000C67FW6,0
816,CD9D7T-R,,BBG007QYXHZ9,0
817,D9PBHM-R,,BBG000K9LLR8,0
818,DCWB5F-R,,BBG000N0MYZ6,0
819,DJ947Z-R,,BBG005S9P778,0
820,DXYC4X-R,,BBG000BTF7N6,0
821,FJWB59-R,,BBG00NR75V37,0
822,GMDL3G-R,,BBG00W5FS571,0
823,GX9CQX-R,,BBG000BZ7HL1,0
824,J895KM-R,,BBG000MGPJD6,0
825,JCP4S4-R,,BBG000F93FR7,0
826,K960HM-R,,BBG000Q39RP8,0
827,KM9V14-R,,BBG000CQ5PH9,0
828,KZW5VT-R,,BBG00W5FR6C4,0
829,LJ9023-R,,BBG000R0MG54,0
830,NWS8GF-R,,BBG000PWD2R3,0
831,PL9RCQ-R,,BBG00RP2T9T6,0
832,QBNYB3-R,,BBG000BFLH48,0
833,R856Y1-R,,BBG000DZQYV0,1
834,V1HC1N-R,,BBG000VC6WR2,1
835,WFPJPZ-R,,BBG000QRG7X2,0
836,WL53BC-R,,BBG000CYTTJ6,0
837,WPDKYN-R,,BBG000CX93B5,0
838,WQL0KZ-R,,BBG000V8NC69,0
839,XPLD03-R,,BBG000QP2SN6,0
