,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
0,2020-07-16,0.08,Quarter,Regular Cash,2020-08-13,2020-08-28,2020-08-14,/bbgid/BBG000BDRR63
1,2020-03-12,0.125,Quarter,Regular Cash,2020-08-13,2020-08-28,2020-08-14,/bbgid/BBG000BDRR63
2,2020-01-16,0.125,Quarter,Regular Cash,2020-02-13,2020-02-28,2020-02-14,/bbgid/BBG000BDRR63
3,2019-10-10,0.125,Quarter,Regular Cash,2019-11-14,2019-11-29,2019-11-15,/bbgid/BBG000BDRR63
4,2019-07-18,0.125,Quarter,Regular Cash,2019-08-15,2019-08-30,2019-08-16,/bbgid/BBG000BDRR63
5,2019-03-07,0.125,Quarter,Regular Cash,2019-05-16,2019-05-31,2019-05-17,/bbgid/BBG000BDRR63
6,2019-01-16,0.125,Quarter,Regular Cash,2019-02-14,2019-03-01,2019-02-15,/bbgid/BBG000BDRR63
7,2018-10-04,0.125,Quarter,Regular Cash,2018-11-08,2018-11-23,2018-11-09,/bbgid/BBG000BDRR63
8,2018-07-12,0.125,Quarter,Regular Cash,2018-08-09,2018-08-24,2018-08-10,/bbgid/BBG000BDRR63
9,2018-03-08,0.11,Quarter,Regular Cash,2018-05-10,2018-05-25,2018-05-11,/bbgid/BBG000BDRR63
10,2018-01-11,0.11,Quarter,Regular Cash,2018-02-08,2018-02-23,2018-02-09,/bbgid/BBG000BDRR63
11,2017-11-07,0.35,None,Special Cash,2017-11-30,2017-12-15,2017-12-01,/bbgid/BBG000BDRR63
12,2017-10-05,0.11,Quarter,Regular Cash,2017-11-09,2017-11-24,2017-11-10,/bbgid/BBG000BDRR63
13,2017-07-13,0.11,Quarter,Regular Cash,2017-08-09,2017-08-25,2017-08-11,/bbgid/BBG000BDRR63
14,2017-03-09,0.1,Quarter,Regular Cash,2017-05-10,2017-05-26,2017-05-12,/bbgid/BBG000BDRR63
15,2017-01-12,0.1,Quarter,Regular Cash,2017-02-08,2017-02-24,2017-02-10,/bbgid/BBG000BDRR63
16,2016-11-08,0.3,None,Special Cash,2016-11-30,2016-12-16,2016-12-02,/bbgid/BBG000BDRR63
17,2016-10-06,0.1,Quarter,Regular Cash,2016-11-08,2016-11-25,2016-11-11,/bbgid/BBG000BDRR63
18,2016-07-14,0.1,Quarter,Regular Cash,2016-08-10,2016-08-26,2016-08-12,/bbgid/BBG000BDRR63
19,2016-03-10,0.09,Quarter,Regular Cash,2016-05-11,2016-05-27,2016-05-13,/bbgid/BBG000BDRR63
20,2016-01-15,0.09,Quarter,Regular Cash,2016-02-10,2016-02-26,2016-02-12,/bbgid/BBG000BDRR63
21,2015-11-10,0.2,None,Special Cash,2015-12-02,2015-12-18,2015-12-04,/bbgid/BBG000BDRR63
22,2015-10-08,0.09,Quarter,Regular Cash,2015-11-10,2015-11-27,2015-11-13,/bbgid/BBG000BDRR63
23,2015-07-16,0.09,Quarter,Regular Cash,2015-08-12,2015-08-28,2015-08-14,/bbgid/BBG000BDRR63
24,2015-03-12,0.08,Quarter,Regular Cash,2015-05-13,2015-05-29,2015-05-15,/bbgid/BBG000BDRR63
25,2015-01-15,0.08,Quarter,Regular Cash,2015-02-11,2015-02-27,2015-02-13,/bbgid/BBG000BDRR63
26,2014-11-10,0.2,None,Special Cash,2014-12-03,2014-12-19,2014-12-05,/bbgid/BBG000BDRR63
27,2014-10-09,0.08,Quarter,Regular Cash,2014-11-12,2014-11-28,2014-11-14,/bbgid/BBG000BDRR63
28,2014-07-17,0.08,Quarter,Regular Cash,2014-08-13,2014-08-29,2014-08-15,/bbgid/BBG000BDRR63
29,2014-03-13,0.06,Quarter,Regular Cash,2014-05-13,2014-05-30,2014-05-15,/bbgid/BBG000BDRR63
30,2014-01-16,0.06,Quarter,Regular Cash,2014-02-12,2014-02-28,2014-02-14,/bbgid/BBG000BDRR63
31,2013-11-26,0.2,None,Special Cash,2013-12-06,2013-12-20,2013-12-10,/bbgid/BBG000BDRR63
32,2013-10-17,0.06,Quarter,Regular Cash,2013-11-13,2013-11-29,2013-11-15,/bbgid/BBG000BDRR63
33,2013-07-18,0.06,Quarter,Regular Cash,2013-08-13,2013-08-30,2013-08-15,/bbgid/BBG000BDRR63
34,2013-03-07,0.05,Quarter,Regular Cash,2013-05-13,2013-05-31,2013-05-15,/bbgid/BBG000BDRR63
35,2013-01-17,0.05,Quarter,Regular Cash,2013-02-13,2013-03-01,2013-02-15,/bbgid/BBG000BDRR63
36,2012-10-12,0.05,Quarter,Regular Cash,2012-11-13,2012-12-03,2012-11-15,/bbgid/BBG000BDRR63
37,2012-08-29,1.25,None,Special Cash,2012-10-10,2012-10-26,2012-10-12,/bbgid/BBG000BDRR63
38,2012-07-16,0.05,Quarter,Regular Cash,2012-08-13,2012-08-31,2012-08-15,/bbgid/BBG000BDRR63
39,2012-04-19,0.05,Quarter,Regular Cash,2012-05-11,2012-06-01,2012-05-15,/bbgid/BBG000BDRR63
40,2012-01-24,0.05,Quarter,Regular Cash,2012-02-13,2012-03-01,2012-02-15,/bbgid/BBG000BDRR63
41,2011-11-18,0.5,None,Special Cash,2011-12-21,2012-01-03,2011-12-23,/bbgid/BBG000BDRR63
42,2011-10-13,0.035,Quarter,Regular Cash,2011-11-10,2011-12-01,2011-11-15,/bbgid/BBG000BDRR63
43,2011-07-14,0.03,Quarter,Regular Cash,2011-08-11,2011-09-01,2011-08-15,/bbgid/BBG000BDRR63
44,2011-05-03,0.03,Quarter,Regular Cash,2011-05-12,2011-06-01,2011-05-16,/bbgid/BBG000BDRR63
45,2009-02-02,-2.4245362661989844e-14,Suspend,Discontinued,2009-02-13,,,/bbgid/BBG000BDRR63
46,2008-10-16,0.1,Quarter,Regular Cash,2008-11-13,2008-12-01,2008-11-17,/bbgid/BBG000BDRR63
47,2008-07-18,0.225,Quarter,Regular Cash,2008-08-13,2008-09-02,2008-08-15,/bbgid/BBG000BDRR63
48,2008-04-03,0.75,None,Special Cash,2008-07-14,2008-08-01,2008-07-16,/bbgid/BBG000BDRR63
49,2008-03-17,0.225,Quarter,Regular Cash,2008-05-14,2008-06-02,2008-05-16,/bbgid/BBG000BDRR63
50,2008-01-29,0.2,Quarter,Regular Cash,2008-02-13,2008-03-03,2008-02-15,/bbgid/BBG000BDRR63
51,2007-10-25,0.2,Quarter,Regular Cash,2007-11-14,2007-12-03,2007-11-16,/bbgid/BBG000BDRR63
52,2007-07-25,0.2,Quarter,Regular Cash,2007-08-15,2007-09-04,2007-08-17,/bbgid/BBG000BDRR63
53,2007-04-19,0.2,Quarter,Regular Cash,2007-05-14,2007-06-01,2007-05-16,/bbgid/BBG000BDRR63
54,2007-01-19,0.2,Quarter,Regular Cash,2007-02-08,2007-03-01,2007-02-12,/bbgid/BBG000BDRR63
55,2006-09-27,0.2,Quarter,Regular Cash,2006-11-13,2006-12-01,2006-11-15,/bbgid/BBG000BDRR63
56,2006-06-27,0.2,Quarter,Regular Cash,2006-08-14,2006-09-01,2006-08-16,/bbgid/BBG000BDRR63
57,2006-03-23,0.2,Quarter,Regular Cash,2006-05-11,2006-06-01,2006-05-15,/bbgid/BBG000BDRR63
58,2006-01-10,0.2,Quarter,Regular Cash,2006-02-09,2006-03-01,2006-02-13,/bbgid/BBG000BDRR63
59,2005-09-28,0.2,Quarter,Regular Cash,2005-11-10,2005-12-01,2005-11-15,/bbgid/BBG000BDRR63
60,2005-06-28,0.2,Quarter,Regular Cash,2005-08-15,2005-09-01,2005-08-17,/bbgid/BBG000BDRR63
61,2005-03-24,0.2,Quarter,Regular Cash,2005-05-12,2005-06-01,2005-05-16,/bbgid/BBG000BDRR63
62,2005-01-13,0.2,Quarter,Regular Cash,2005-02-10,2005-03-01,2005-02-14,/bbgid/BBG000BDRR63
63,2004-09-28,0.2,Quarter,Regular Cash,2004-11-10,2004-12-01,2004-11-15,/bbgid/BBG000BDRR63
64,2004-06-28,0.2,Quarter,Regular Cash,2004-08-13,2004-09-01,2004-08-17,/bbgid/BBG000BDRR63
65,2004-03-26,0.2,Quarter,Regular Cash,2004-05-13,2004-06-01,2004-05-17,/bbgid/BBG000BDRR63
66,2004-01-12,0.2,Quarter,Regular Cash,2004-02-11,2004-03-01,2004-02-13,/bbgid/BBG000BDRR63
67,2003-09-26,0.2,Quarter,Regular Cash,2003-11-12,2003-12-01,2003-11-14,/bbgid/BBG000BDRR63
68,2003-06-27,0.2,Quarter,Regular Cash,2003-08-13,2003-09-02,2003-08-15,/bbgid/BBG000BDRR63
69,2003-03-25,0.2,Quarter,Regular Cash,2003-05-14,2003-06-02,2003-05-16,/bbgid/BBG000BDRR63
70,2003-01-15,0.2,Quarter,Regular Cash,2003-02-10,2003-03-03,2003-02-12,/bbgid/BBG000BDRR63
71,2002-09-24,0.2,Quarter,Regular Cash,2002-11-13,2002-12-02,2002-11-15,/bbgid/BBG000BDRR63
72,2002-06-26,0.2,Quarter,Regular Cash,2002-08-14,2002-09-03,2002-08-16,/bbgid/BBG000BDRR63
73,2002-03-26,0.2,Quarter,Regular Cash,2002-05-15,2002-06-03,2002-05-17,/bbgid/BBG000BDRR63
74,2002-01-17,0.2,Quarter,Regular Cash,2002-02-13,2002-03-01,2002-02-15,/bbgid/BBG000BDRR63
75,2001-09-25,0.2,Quarter,Regular Cash,2001-11-14,2001-12-03,2001-11-16,/bbgid/BBG000BDRR63
76,2001-06-26,0.2,Quarter,Regular Cash,2001-08-15,2001-09-04,2001-08-17,/bbgid/BBG000BDRR63
77,2001-03-27,0.2,Quarter,Regular Cash,2001-05-15,2001-06-01,2001-05-17,/bbgid/BBG000BDRR63
78,2001-01-16,0.2,Quarter,Regular Cash,2001-02-13,2001-03-01,2001-02-15,/bbgid/BBG000BDRR63
79,2000-09-26,0.2,Quarter,Regular Cash,2000-11-15,2000-12-01,2000-11-17,/bbgid/BBG000BDRR63
80,2000-06-27,0.2,Quarter,Regular Cash,2000-08-15,2000-09-01,2000-08-17,/bbgid/BBG000BDRR63
81,2000-03-28,0.2,Quarter,Regular Cash,2000-05-15,2000-06-01,2000-05-17,/bbgid/BBG000BDRR63
82,2000-01-18,0.2,Quarter,Regular Cash,2000-02-14,2000-03-01,2000-02-16,/bbgid/BBG000BDRR63
83,1999-09-28,0.2,Quarter,Regular Cash,1999-11-12,1999-11-30,1999-11-16,/bbgid/BBG000BDRR63
84,1999-06-29,0.2,Quarter,Regular Cash,1999-08-13,1999-09-01,1999-08-17,/bbgid/BBG000BDRR63
85,1999-03-30,0.2,Quarter,Regular Cash,1999-05-13,1999-06-01,1999-05-17,/bbgid/BBG000BDRR63
86,1999-02-11,0.2,Quarter,Regular Cash,1999-02-19,1999-03-02,1999-02-23,/bbgid/BBG000BDRR63
87,1998-10-26,0.2,Quarter,Regular Cash,1998-11-12,1998-11-30,1998-11-16,/bbgid/BBG000BDRR63
88,1998-07-13,0.2,Quarter,Regular Cash,1998-08-13,1998-09-01,1998-08-17,/bbgid/BBG000BDRR63
89,1998-05-05,0.2,Quarter,Regular Cash,1998-05-13,1998-06-01,1998-05-15,/bbgid/BBG000BDRR63
90,1998-01-13,0.2,Quarter,Regular Cash,1998-02-11,1998-03-02,1998-02-16,/bbgid/BBG000BDRR63
91,1997-11-05,0.2,Quarter,Regular Cash,1997-11-13,1997-12-01,1997-11-17,/bbgid/BBG000BDRR63
92,1997-08-06,0.2,Quarter,Regular Cash,1997-08-20,1997-09-02,1997-08-22,/bbgid/BBG000BDRR63
93,1997-05-07,0.2,Quarter,Regular Cash,1997-05-20,1997-06-02,1997-05-22,/bbgid/BBG000BDRR63
94,1997-02-19,0.2,None,Special Cash,1997-02-27,1997-03-07,1997-03-03,/bbgid/BBG000BDRR63
95,1997-02-19,0.2,Quarter,Regular Cash,1997-02-27,1997-03-07,1997-03-03,/bbgid/BBG000BDRR63
96,1996-11-06,0.2,Quarter,Regular Cash,1996-11-14,1996-11-29,1996-11-18,/bbgid/BBG000BDRR63
97,1996-08-07,0.2,Quarter,Regular Cash,1996-08-19,1996-09-03,1996-08-21,/bbgid/BBG000BDRR63
98,1996-05-01,0.2,Quarter,Regular Cash,1996-05-23,1996-06-03,1996-05-28,/bbgid/BBG000BDRR63
99,1996-02-21,0.2,Quarter,Regular Cash,1996-02-29,1996-03-06,1996-03-04,/bbgid/BBG000BDRR63
100,1995-11-01,0.2,Quarter,Regular Cash,1995-11-14,1995-11-30,1995-11-16,/bbgid/BBG000BDRR63
101,1995-08-02,0.2,Quarter,Regular Cash,1995-08-16,1995-09-01,1995-08-18,/bbgid/BBG000BDRR63
102,1995-05-03,0.2,Quarter,Regular Cash,1995-05-11,1995-06-01,1995-05-17,/bbgid/BBG000BDRR63
103,1995-02-15,0.2,Quarter,Regular Cash,1995-02-21,1995-03-01,1995-02-27,/bbgid/BBG000BDRR63
104,1994-10-24,0.2,Quarter,Regular Cash,1994-11-10,1994-11-30,1994-11-17,/bbgid/BBG000BDRR63
105,1994-08-04,0.2,Quarter,Regular Cash,1994-08-12,1994-09-01,1994-08-18,/bbgid/BBG000BDRR63
106,1994-05-06,0.2,Quarter,Regular Cash,1994-05-12,1994-06-01,1994-05-18,/bbgid/BBG000BDRR63
107,1994-02-03,0.2,Quarter,Regular Cash,1994-02-10,1994-03-01,1994-02-16,/bbgid/BBG000BDRR63
108,1993-11-03,0.2,Quarter,Regular Cash,1993-11-19,1993-11-30,1993-11-26,/bbgid/BBG000BDRR63
109,1993-08-05,0.2,Quarter,Regular Cash,1993-08-13,1993-09-01,1993-08-19,/bbgid/BBG000BDRR63
110,1993-05-05,1.25,None,Stock Split,1993-05-27,1993-05-26,1993-05-17,/bbgid/BBG000BDRR63
111,1993-05-05,0.16,Quarter,Regular Cash,1993-05-11,1993-06-01,1993-05-17,/bbgid/BBG000BDRR63
112,1993-02-03,0.184,Quarter,Regular Cash,1993-02-10,1993-03-01,1993-02-17,/bbgid/BBG000BDRR63
113,1992-11-04,0.168,Quarter,Regular Cash,1992-11-12,1992-11-30,1992-11-18,/bbgid/BBG000BDRR63
114,1992-07-24,0.168,Quarter,Regular Cash,1992-08-10,1992-09-01,1992-08-14,/bbgid/BBG000BDRR63
115,1992-05-06,0.168,Quarter,Regular Cash,1992-05-13,1992-06-01,1992-05-19,/bbgid/BBG000BDRR63
116,1992-02-24,1.5,None,Stock Split,1992-04-07,1992-04-06,1992-03-16,/bbgid/BBG000BDRR63
117,1992-02-07,0.133333,Quarter,Regular Cash,1992-02-12,1992-03-02,1992-02-19,/bbgid/BBG000BDRR63
118,1991-11-06,0.133333,Quarter,Regular Cash,1991-11-12,1991-11-29,1991-11-18,/bbgid/BBG000BDRR63
119,1991-08-07,0.133333,Quarter,Regular Cash,1991-08-13,1991-09-02,1991-08-19,/bbgid/BBG000BDRR63
120,1991-05-01,0.133333,Quarter,Regular Cash,1991-05-09,1991-06-03,1991-05-15,/bbgid/BBG000BDRR63
121,1991-02-07,0.133333,Quarter,Regular Cash,1991-02-14,1991-03-01,1991-02-21,/bbgid/BBG000BDRR63
122,1990-11-12,0.133333,Quarter,Regular Cash,1990-11-16,1990-11-30,1990-11-23,/bbgid/BBG000BDRR63
123,1990-11-12,0.133333,None,Special Cash,1990-11-16,1990-11-30,1990-11-23,/bbgid/BBG000BDRR63
124,1990-08-01,0.133333,Quarter,Regular Cash,1990-08-15,1990-09-04,1990-08-21,/bbgid/BBG000BDRR63
125,1990-05-02,0.133333,Quarter,Regular Cash,1990-05-11,1990-06-01,1990-05-17,/bbgid/BBG000BDRR63
126,1990-02-07,0.133333,Quarter,Regular Cash,1990-02-12,1990-03-01,1990-02-16,/bbgid/BBG000BDRR63
127,1989-11-01,0.133333,Quarter,Regular Cash,1989-11-08,1989-11-30,1989-11-14,/bbgid/BBG000BDRR63
128,1989-11-01,0.533333,None,Special Cash,1989-11-08,1989-12-29,1989-11-14,/bbgid/BBG000BDRR63
129,1989-08-02,0.133333,Quarter,Regular Cash,1989-08-10,1989-09-01,1989-08-16,/bbgid/BBG000BDRR63
130,1989-05-04,0.133333,Quarter,Regular Cash,1989-05-10,1989-06-01,1989-05-16,/bbgid/BBG000BDRR63
131,1989-02-01,0.133333,Quarter,Regular Cash,1989-02-09,1989-03-01,1989-02-15,/bbgid/BBG000BDRR63
132,1988-11-02,0.133333,Quarter,Regular Cash,1988-11-07,1988-11-30,1988-11-14,/bbgid/BBG000BDRR63
133,1988-08-03,0.133333,Quarter,Regular Cash,1988-08-10,1988-09-01,1988-08-16,/bbgid/BBG000BDRR63
134,1988-05-04,0.133333,Quarter,Regular Cash,1988-05-11,1988-06-01,1988-05-17,/bbgid/BBG000BDRR63
135,1988-02-03,0.133333,Quarter,Regular Cash,1988-02-09,1988-03-01,1988-02-16,/bbgid/BBG000BDRR63
136,1987-11-04,0.106667,Quarter,Regular Cash,1987-11-09,1987-11-30,1987-11-16,/bbgid/BBG000BDRR63
137,1987-07-29,0.106667,Quarter,Regular Cash,1987-08-07,1987-09-01,1987-08-13,/bbgid/BBG000BDRR63
138,1987-05-06,0.106667,Quarter,Regular Cash,1987-05-12,1987-06-01,1987-05-18,/bbgid/BBG000BDRR63
139,1987-02-04,0.106667,Quarter,Regular Cash,1987-02-10,1987-03-02,1987-02-17,/bbgid/BBG000BDRR63
140,1986-12-19,0.133333,None,Special Cash,1986-12-26,1987-01-15,1987-01-02,/bbgid/BBG000BDRR63
141,1986-10-29,0.106667,Quarter,Regular Cash,1986-11-06,1986-11-28,1986-11-13,/bbgid/BBG000BDRR63
142,1986-08-06,0.106667,Quarter,Regular Cash,1986-08-08,1986-09-02,1986-08-14,/bbgid/BBG000BDRR63
143,1986-04-30,0.106667,Quarter,Regular Cash,1986-05-08,1986-06-02,1986-05-14,/bbgid/BBG000BDRR63
144,1986-02-06,0.106667,Quarter,Regular Cash,1986-02-10,1986-03-03,1986-02-17,/bbgid/BBG000BDRR63
145,1985-12-13,0.213333,None,Special Cash,1985-12-17,1986-01-06,1985-12-23,/bbgid/BBG000BDRR63
146,1985-11-05,0.106667,Quarter,Regular Cash,1985-11-08,1985-11-29,1985-11-15,/bbgid/BBG000BDRR63
147,1985-08-01,0.106667,Quarter,Regular Cash,1985-08-09,1985-09-04,1985-08-15,/bbgid/BBG000BDRR63
148,1985-05-01,0.106667,Quarter,Regular Cash,1985-05-10,1985-06-03,1985-05-16,/bbgid/BBG000BDRR63
149,1985-02-07,0.106667,Quarter,Regular Cash,1985-02-11,1985-03-01,1985-02-19,/bbgid/BBG000BDRR63
150,1984-12-17,0.293333,None,Special Cash,1984-12-18,1985-01-10,1984-12-24,/bbgid/BBG000BDRR63
151,1984-11-02,0.106667,Quarter,Regular Cash,1984-11-02,1984-11-30,1984-11-09,/bbgid/BBG000BDRR63
152,1984-08-06,0.106667,Quarter,Regular Cash,1984-08-09,1984-09-04,1984-08-15,/bbgid/BBG000BDRR63
153,1984-05-09,0.106667,Quarter,Regular Cash,1984-05-10,1984-06-01,1984-05-16,/bbgid/BBG000BDRR63
154,1984-02-09,0.106667,Quarter,Regular Cash,1984-02-08,1984-03-01,1984-02-15,/bbgid/BBG000BDRR63
155,1983-11-04,0.4,None,Special Cash,1983-11-10,1984-01-03,1983-11-17,/bbgid/BBG000BDRR63
156,1983-11-04,0.106667,Quarter,Regular Cash,1983-11-10,1984-01-03,1983-11-17,/bbgid/BBG000BDRR63
157,1983-08-11,0.106667,Quarter,Regular Cash,1983-08-11,1983-09-01,1983-08-17,/bbgid/BBG000BDRR63
158,1983-05-06,1.25,None,Stock Split,1983-06-13,1983-06-10,1983-05-17,/bbgid/BBG000BDRR63
159,1983-05-09,0.085333,Quarter,Regular Cash,1983-05-11,1983-06-01,1983-05-17,/bbgid/BBG000BDRR63
160,1983-02-08,0.085333,Quarter,Regular Cash,1983-02-11,1983-03-01,1983-02-17,/bbgid/BBG000BDRR63
161,1982-11-19,0.213333,None,Special Cash,1982-11-22,1983-01-03,1982-11-29,/bbgid/BBG000BDRR63
162,1982-11-08,0.085333,Quarter,Regular Cash,1982-11-22,1983-01-03,1982-11-29,/bbgid/BBG000BDRR63
163,1982-08-10,0.085333,Quarter,Regular Cash,1982-08-11,1982-09-01,1982-08-17,/bbgid/BBG000BDRR63
164,1982-05-07,0.085333,Quarter,Regular Cash,1982-05-11,1982-06-01,1982-05-17,/bbgid/BBG000BDRR63
165,1982-02-10,0.085333,Quarter,Regular Cash,1982-02-09,1982-03-01,1982-02-16,/bbgid/BBG000BDRR63
166,1981-11-05,0.085333,Quarter,Regular Cash,1981-11-10,1982-01-04,1981-11-17,/bbgid/BBG000BDRR63
167,1981-11-05,0.32,None,Special Cash,1981-11-10,1982-01-04,1981-11-17,/bbgid/BBG000BDRR63
168,1981-08-12,0.085333,Quarter,Regular Cash,1981-08-11,1981-09-01,1981-08-17,/bbgid/BBG000BDRR63
169,1981-04-22,0.085333,Quarter,Regular Cash,1981-05-05,1981-06-01,1981-05-11,/bbgid/BBG000BDRR63
170,1981-02-09,0.085333,Quarter,Regular Cash,1981-02-09,1981-03-02,1981-02-17,/bbgid/BBG000BDRR63
171,1980-11-07,0.085333,Quarter,Regular Cash,1980-11-10,1980-11-29,1980-11-17,/bbgid/BBG000BDRR63
172,1980-11-07,0.149333,None,Special Cash,1980-11-10,1981-01-02,1980-11-17,/bbgid/BBG000BDRR63
173,1980-08-08,0.085333,Quarter,Regular Cash,1980-08-08,1980-09-02,1980-08-14,/bbgid/BBG000BDRR63
174,1980-04-08,0.085333,Quarter,Regular Cash,1980-05-06,1980-06-02,1980-05-12,/bbgid/BBG000BDRR63
175,1980-03-14,0.085333,Quarter,Regular Cash,1980-03-03,1980-02-29,1980-02-19,/bbgid/BBG000BDRR63
0,2020-07-23,0.185,Quarter,Regular Cash,2020-07-31,2020-08-18,2020-08-04,/bbgid/BBG000DZ8BC1
1,2020-04-23,0.185,Quarter,Regular Cash,2020-05-04,2020-05-19,2020-05-05,/bbgid/BBG000DZ8BC1
2,2020-02-12,0.185,Quarter,Regular Cash,2020-02-26,2020-03-12,2020-02-27,/bbgid/BBG000DZ8BC1
3,2019-10-28,0.185,Quarter,Regular Cash,2019-11-08,2019-11-26,2019-11-12,/bbgid/BBG000DZ8BC1
4,2019-07-29,0.16,Quarter,Regular Cash,2019-08-09,2019-08-26,2019-08-12,/bbgid/BBG000DZ8BC1
5,2019-04-24,0.16,Quarter,Regular Cash,2019-05-07,2019-05-22,2019-05-08,/bbgid/BBG000DZ8BC1
6,2019-02-13,0.16,Quarter,Regular Cash,2019-02-28,2019-03-15,2019-03-01,/bbgid/BBG000DZ8BC1
7,2018-10-29,0.16,Quarter,Regular Cash,2018-11-09,2018-11-27,2018-11-13,/bbgid/BBG000DZ8BC1
8,2018-07-24,0.14,Quarter,Regular Cash,2018-08-03,2018-08-21,2018-08-07,/bbgid/BBG000DZ8BC1
9,2018-05-02,0.14,Quarter,Regular Cash,2018-05-15,2018-05-30,2018-05-16,/bbgid/BBG000DZ8BC1
10,2018-02-14,0.14,Quarter,Regular Cash,2018-02-27,2018-03-14,2018-02-28,/bbgid/BBG000DZ8BC1
11,2017-10-25,0.14,Quarter,Regular Cash,2017-11-07,2017-11-22,2017-11-08,/bbgid/BBG000DZ8BC1
12,2017-07-25,0.12,Quarter,Regular Cash,2017-08-03,2017-08-22,2017-08-08,/bbgid/BBG000DZ8BC1
13,2017-04-26,1.5,None,Stock Split,2017-06-19,2017-06-16,2017-06-07,/bbgid/BBG000DZ8BC1
14,2017-04-26,0.12,Quarter,Regular Cash,2017-05-08,2017-05-24,2017-05-10,/bbgid/BBG000DZ8BC1
15,2017-02-21,0.12,Quarter,Regular Cash,2017-03-03,2017-03-21,2017-03-07,/bbgid/BBG000DZ8BC1
16,2016-10-26,0.12,Quarter,Regular Cash,2016-11-03,2016-11-21,2016-11-07,/bbgid/BBG000DZ8BC1
17,2016-07-19,0.096667,Quarter,Regular Cash,2016-07-28,2016-08-15,2016-08-02,/bbgid/BBG000DZ8BC1
18,2016-01-19,0.4815,None,Stock Split,2016-06-01,,,/bbgid/BBG000DZ8BC1
19,2016-04-27,0.118735,Quarter,Pro Rata,2016-05-12,2016-05-30,2016-05-16,/bbgid/BBG000DZ8BC1
