,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
20,2016-02-24,0.179553,Quarter,Regular Cash,2016-03-29,2016-04-15,2016-03-31,/bbgid/BBG000DZ8BC1
21,2015-10-30,0.170118,Quarter,Regular Cash,2015-12-29,2016-01-15,2015-12-31,/bbgid/BBG000DZ8BC1
22,2015-07-30,0.176324,Quarter,Regular Cash,2015-09-28,2015-10-15,2015-09-30,/bbgid/BBG000DZ8BC1
23,2015-04-30,0.179522,Quarter,Regular Cash,2015-06-26,2015-07-15,2015-06-30,/bbgid/BBG000DZ8BC1
24,2015-02-26,0.176125,Quarter,Regular Cash,2015-03-27,2015-04-15,2015-03-31,/bbgid/BBG000DZ8BC1
25,2014-10-30,0.190301,Quarter,Regular Cash,2014-12-29,2015-01-15,2014-12-31,/bbgid/BBG000DZ8BC1
26,2014-07-25,0.198397,Quarter,Regular Cash,2014-09-26,2014-10-15,2014-09-30,/bbgid/BBG000DZ8BC1
27,2014-04-25,0.194261,Quarter,Regular Cash,2014-06-26,2014-07-15,2014-06-30,/bbgid/BBG000DZ8BC1
28,2014-02-13,0.187814,Quarter,Regular Cash,2014-03-27,2014-04-15,2014-03-31,/bbgid/BBG000DZ8BC1
29,2013-10-24,0.194261,Quarter,Regular Cash,2013-12-27,2014-01-15,2013-12-31,/bbgid/BBG000DZ8BC1
30,2013-07-29,0.201244,Quarter,Regular Cash,2013-09-26,2013-10-15,2013-09-30,/bbgid/BBG000DZ8BC1
31,2013-05-01,0.185084,Quarter,Regular Cash,2013-06-26,2013-07-15,2013-06-28,/bbgid/BBG000DZ8BC1
32,2013-02-14,0.190524,Quarter,Regular Cash,2013-03-26,2013-04-15,2013-03-28,/bbgid/BBG000DZ8BC1
33,2012-10-26,0.194852,Quarter,Regular Cash,2012-12-27,2013-01-15,2012-12-31,/bbgid/BBG000DZ8BC1
34,2012-07-25,0.196991,Quarter,Regular Cash,2012-09-26,2012-10-15,2012-09-28,/bbgid/BBG000DZ8BC1
35,2012-04-27,0.189037,Quarter,Regular Cash,2012-06-27,2012-07-16,2012-06-29,/bbgid/BBG000DZ8BC1
36,2012-02-28,0.19413,Quarter,Regular Cash,2012-03-28,2012-04-16,2012-03-31,/bbgid/BBG000DZ8BC1
37,2011-10-25,0.169096,Quarter,Regular Cash,2011-12-28,2012-01-16,2011-12-31,/bbgid/BBG000DZ8BC1
38,2011-07-26,0.169212,Quarter,Regular Cash,2011-09-28,2011-10-14,2011-09-30,/bbgid/BBG000DZ8BC1
39,2011-06-15,0.175902,Quarter,Regular Cash,2011-06-28,2011-07-15,2011-06-30,/bbgid/BBG000DZ8BC1
40,2011-02-22,0.177344,Quarter,Regular Cash,2011-03-29,2011-04-15,2011-03-31,/bbgid/BBG000DZ8BC1
41,2010-12-13,0.173001,Quarter,Regular Cash,2010-12-29,2011-01-14,2010-12-31,/bbgid/BBG000DZ8BC1
42,2010-09-07,0.167752,Quarter,Regular Cash,2010-09-28,2010-10-15,2010-09-30,/bbgid/BBG000DZ8BC1
43,2010-06-10,0.167298,Quarter,Regular Cash,2010-06-28,2010-07-15,2010-06-30,/bbgid/BBG000DZ8BC1
44,2010-02-23,0.169444,Quarter,Regular Cash,2010-03-29,2010-04-15,2010-03-31,/bbgid/BBG000DZ8BC1
45,2008-12-23,0.166174,Quarter,Regular Cash,2009-12-29,2010-01-15,2009-12-31,/bbgid/BBG000DZ8BC1
46,2008-12-23,0.162951,None,Special Cash,2009-12-15,2009-12-31,2009-12-17,/bbgid/BBG000DZ8BC1
47,2008-12-23,0.159218,Quarter,Regular Cash,2009-09-28,2009-10-15,2009-09-30,/bbgid/BBG000DZ8BC1
48,2008-12-23,0.159218,None,Special Cash,2009-09-28,2009-10-15,2009-09-30,/bbgid/BBG000DZ8BC1
49,2008-12-23,0.150457,Quarter,Regular Cash,2009-06-26,2009-07-15,2009-06-30,/bbgid/BBG000DZ8BC1
50,2008-12-23,0.150457,None,Special Cash,2009-06-26,2009-07-15,2009-06-30,/bbgid/BBG000DZ8BC1
51,2008-12-23,0.13946,Quarter,Regular Cash,2009-03-27,2009-04-15,2009-03-31,/bbgid/BBG000DZ8BC1
52,2008-12-23,0.13946,None,Special Cash,2009-03-27,2009-04-15,2009-03-31,/bbgid/BBG000DZ8BC1
53,2008-08-18,0.047376,Monthly,Regular Cash,2008-12-29,2009-01-15,2008-12-31,/bbgid/BBG000DZ8BC1
54,2008-11-19,0.170344,Monthly,Regular Cash,2008-11-26,2008-12-15,2008-11-28,/bbgid/BBG000DZ8BC1
55,2008-10-20,0.171108,Monthly,Regular Cash,2008-10-29,2008-11-17,2008-10-31,/bbgid/BBG000DZ8BC1
56,2008-09-17,0.203021,Monthly,Regular Cash,2008-09-26,2008-10-15,2008-09-30,/bbgid/BBG000DZ8BC1
57,2008-08-20,0.199982,Monthly,Regular Cash,2008-08-27,2008-09-15,2008-08-29,/bbgid/BBG000DZ8BC1
58,2008-07-18,0.204545,Monthly,Regular Cash,2008-07-29,2008-08-15,2008-07-31,/bbgid/BBG000DZ8BC1
59,2008-06-17,0.207479,Monthly,Regular Cash,2008-06-26,2008-07-15,2008-06-30,/bbgid/BBG000DZ8BC1
60,2008-05-20,0.212008,Monthly,Regular Cash,2008-05-28,2008-06-16,2008-05-30,/bbgid/BBG000DZ8BC1
61,2008-04-17,0.206987,Monthly,Regular Cash,2008-04-28,2008-05-14,2008-04-30,/bbgid/BBG000DZ8BC1
62,2008-03-20,0.206783,Monthly,Regular Cash,2008-03-27,2008-04-15,2008-03-31,/bbgid/BBG000DZ8BC1
63,2008-02-21,0.21437,Monthly,Regular Cash,2008-02-27,2008-03-14,2008-02-29,/bbgid/BBG000DZ8BC1
64,2008-01-21,0.209929,Monthly,Regular Cash,2008-01-29,2008-02-15,2008-01-31,/bbgid/BBG000DZ8BC1
65,2007-12-19,0.213867,Monthly,Regular Cash,2007-12-27,2008-01-15,2007-12-31,/bbgid/BBG000DZ8BC1
66,2007-11-21,0.212524,Monthly,Regular Cash,2007-11-28,2007-12-14,2007-11-30,/bbgid/BBG000DZ8BC1
67,2007-10-22,0.220199,Monthly,Regular Cash,2007-10-29,2007-11-15,2007-10-31,/bbgid/BBG000DZ8BC1
68,2007-09-19,0.208655,Monthly,Regular Cash,2007-09-26,2007-10-15,2007-09-28,/bbgid/BBG000DZ8BC1
69,2007-08-20,0.197608,Monthly,Regular Cash,2007-08-29,2007-09-14,2007-08-31,/bbgid/BBG000DZ8BC1
70,2007-07-17,0.197739,Monthly,Regular Cash,2007-07-27,2007-08-15,2007-07-31,/bbgid/BBG000DZ8BC1
71,2007-06-19,0.195709,Monthly,Regular Cash,2007-06-27,2007-07-16,2007-06-30,/bbgid/BBG000DZ8BC1
72,2007-05-22,0.1956,Monthly,Regular Cash,2007-05-29,2007-06-15,2007-05-31,/bbgid/BBG000DZ8BC1
73,2007-04-16,0.187237,Monthly,Regular Cash,2007-04-26,2007-05-15,2007-04-30,/bbgid/BBG000DZ8BC1
74,2007-03-20,0.180969,Monthly,Regular Cash,2007-03-28,2007-04-16,2007-03-30,/bbgid/BBG000DZ8BC1
75,2007-02-20,0.180782,Monthly,Regular Cash,2007-02-26,2007-03-15,2007-02-28,/bbgid/BBG000DZ8BC1
76,2007-01-22,0.177388,Monthly,Regular Cash,2007-01-29,2007-02-15,2007-01-31,/bbgid/BBG000DZ8BC1
77,2006-12-21,0.180595,Monthly,Regular Cash,2006-12-27,2007-01-15,2006-12-29,/bbgid/BBG000DZ8BC1
78,2006-11-17,0.185432,Monthly,Regular Cash,2006-11-28,2006-12-15,2006-11-30,/bbgid/BBG000DZ8BC1
79,2006-10-23,0.187555,Monthly,Regular Cash,2006-10-27,2006-11-15,2006-10-31,/bbgid/BBG000DZ8BC1
80,2006-09-20,0.188194,Monthly,Regular Cash,2006-09-27,2006-10-16,2006-09-29,/bbgid/BBG000DZ8BC1
81,2006-08-08,0.188872,Monthly,Regular Cash,2006-08-29,2006-09-15,2006-08-31,/bbgid/BBG000DZ8BC1
82,2006-07-20,0.17275,Monthly,Regular Cash,2006-07-27,2006-08-15,2006-07-31,/bbgid/BBG000DZ8BC1
83,2006-06-21,0.174597,Monthly,Regular Cash,2006-06-28,2006-07-14,2006-06-30,/bbgid/BBG000DZ8BC1
84,2006-05-19,0.177315,Monthly,Regular Cash,2006-05-29,2006-06-15,2006-05-31,/bbgid/BBG000DZ8BC1
85,2006-04-18,0.173823,Monthly,Regular Cash,2006-04-26,2006-05-15,2006-04-28,/bbgid/BBG000DZ8BC1
86,2006-03-20,0.167121,Monthly,Regular Cash,2006-03-29,2006-04-14,2006-03-31,/bbgid/BBG000DZ8BC1
87,2006-02-17,0.170036,Monthly,Regular Cash,2006-02-24,2006-03-15,2006-02-28,/bbgid/BBG000DZ8BC1
88,2006-01-20,0.170554,Monthly,Regular Cash,2006-01-27,2006-02-15,2006-01-31,/bbgid/BBG000DZ8BC1
89,2005-12-19,0.168153,Monthly,Regular Cash,2005-12-28,2006-01-16,2005-12-30,/bbgid/BBG000DZ8BC1
90,2005-11-21,0.167966,Monthly,Regular Cash,2005-11-28,2005-12-15,2005-11-30,/bbgid/BBG000DZ8BC1
91,2005-10-19,0.167449,Monthly,Regular Cash,2005-10-27,2005-11-15,2005-10-31,/bbgid/BBG000DZ8BC1
92,2005-09-21,0.166383,Monthly,Regular Cash,2005-09-28,2005-10-17,2005-09-30,/bbgid/BBG000DZ8BC1
93,2005-08-04,0.163631,Monthly,Regular Cash,2005-08-29,2005-09-15,2005-08-31,/bbgid/BBG000DZ8BC1
94,2005-07-20,0.146919,Monthly,Regular Cash,2005-07-27,2005-08-15,2005-07-29,/bbgid/BBG000DZ8BC1
95,2005-06-20,0.147433,Monthly,Regular Cash,2005-06-28,2005-07-15,2005-06-30,/bbgid/BBG000DZ8BC1
96,2005-05-19,0.144471,Monthly,Regular Cash,2005-05-27,2005-06-15,2005-05-31,/bbgid/BBG000DZ8BC1
97,2005-04-20,0.145084,Monthly,Regular Cash,2005-04-27,2005-05-16,2005-04-29,/bbgid/BBG000DZ8BC1
98,2005-03-21,0.149513,Monthly,Regular Cash,2005-03-29,2005-04-15,2005-03-31,/bbgid/BBG000DZ8BC1
99,2005-01-21,0.146149,Monthly,Regular Cash,2005-02-24,2005-03-15,2005-02-28,/bbgid/BBG000DZ8BC1
100,2005-01-21,0.130543,Monthly,Regular Cash,2005-01-27,2005-02-15,2005-01-31,/bbgid/BBG000DZ8BC1
101,2004-12-20,0.133197,Monthly,Regular Cash,2004-12-29,2005-01-14,2004-12-31,/bbgid/BBG000DZ8BC1
102,2004-11-19,0.137451,Monthly,Regular Cash,2004-11-26,2004-12-15,2004-11-30,/bbgid/BBG000DZ8BC1
103,2004-10-20,0.131937,Monthly,Regular Cash,2004-10-27,2004-11-15,2004-10-29,/bbgid/BBG000DZ8BC1
104,2004-09-20,0.127058,Monthly,Regular Cash,2004-09-28,2004-10-15,2004-09-30,/bbgid/BBG000DZ8BC1
105,2004-08-09,0.123405,Monthly,Regular Cash,2004-08-27,2004-09-15,2004-08-31,/bbgid/BBG000DZ8BC1
106,2004-07-16,0.110759,Monthly,Regular Cash,2004-07-28,2004-08-16,2004-07-30,/bbgid/BBG000DZ8BC1
107,2004-06-21,0.109318,Monthly,Regular Cash,2004-06-28,2004-07-15,2004-06-30,/bbgid/BBG000DZ8BC1
108,2004-05-20,0.108432,Monthly,Regular Cash,2004-05-27,2004-06-15,2004-05-31,/bbgid/BBG000DZ8BC1
109,2004-04-19,0.107576,Monthly,Regular Cash,2004-04-28,2004-05-14,2004-04-30,/bbgid/BBG000DZ8BC1
110,2004-03-22,0.112366,Monthly,Regular Cash,2004-03-29,2004-04-15,2004-03-31,/bbgid/BBG000DZ8BC1
111,2004-02-17,0.110153,Monthly,Regular Cash,2004-02-25,2004-03-15,2004-02-27,/bbgid/BBG000DZ8BC1
112,2004-01-19,0.111489,Monthly,Regular Cash,2004-01-28,2004-02-16,2004-01-30,/bbgid/BBG000DZ8BC1
113,2003-12-19,0.112452,Monthly,Regular Cash,2003-12-29,2004-01-15,2003-12-31,/bbgid/BBG000DZ8BC1
114,2003-11-17,0.112797,Monthly,Regular Cash,2003-11-26,2003-12-15,2003-11-28,/bbgid/BBG000DZ8BC1
115,2003-10-21,0.112143,Monthly,Regular Cash,2003-10-29,2003-11-14,2003-10-31,/bbgid/BBG000DZ8BC1
116,2003-09-23,0.108552,Monthly,Regular Cash,2003-09-26,2003-10-15,2003-09-30,/bbgid/BBG000DZ8BC1
117,2003-08-07,0.104869,Monthly,Regular Cash,2003-08-27,2003-09-15,2003-08-31,/bbgid/BBG000DZ8BC1
118,2003-07-21,0.099918,Monthly,Regular Cash,2003-07-29,2003-08-15,2003-07-31,/bbgid/BBG000DZ8BC1
119,2003-06-16,0.102378,Monthly,Regular Cash,2003-06-26,2003-07-15,2003-06-30,/bbgid/BBG000DZ8BC1
120,2003-05-21,0.100084,Monthly,Regular Cash,2003-05-28,2003-06-16,2003-05-30,/bbgid/BBG000DZ8BC1
121,2003-04-21,0.095487,Monthly,Regular Cash,2003-04-28,2003-05-15,2003-04-30,/bbgid/BBG000DZ8BC1
122,2003-03-18,0.094316,Monthly,Regular Cash,2003-03-27,2003-04-15,2003-03-31,/bbgid/BBG000DZ8BC1
123,2003-02-18,0.092638,Monthly,Regular Cash,2003-02-26,2003-03-14,2003-02-28,/bbgid/BBG000DZ8BC1
124,2003-01-21,0.091,Monthly,Regular Cash,2003-01-29,2003-02-14,2003-01-31,/bbgid/BBG000DZ8BC1
125,2002-12-18,0.088335,Monthly,Regular Cash,2002-12-27,2003-01-15,2002-12-31,/bbgid/BBG000DZ8BC1
126,2002-11-18,0.087842,Monthly,Regular Cash,2002-11-27,2002-12-16,2002-11-29,/bbgid/BBG000DZ8BC1
127,2002-10-23,0.088533,Monthly,Regular Cash,2002-10-29,2002-11-15,2002-10-31,/bbgid/BBG000DZ8BC1
128,2002-09-19,0.08797,Monthly,Regular Cash,2002-09-26,2002-10-15,2002-09-30,/bbgid/BBG000DZ8BC1
129,2002-08-22,0.088856,Monthly,Regular Cash,2002-08-28,2002-09-16,2002-08-30,/bbgid/BBG000DZ8BC1
130,2002-07-16,0.088116,Monthly,Regular Cash,2002-07-29,2002-08-15,2002-07-31,/bbgid/BBG000DZ8BC1
131,2002-06-20,0.091102,Monthly,Regular Cash,2002-06-26,2002-07-15,2002-06-28,/bbgid/BBG000DZ8BC1
132,2002-05-23,0.105401,Monthly,Regular Cash,2002-05-29,2002-06-14,2002-05-31,/bbgid/BBG000DZ8BC1
0,2020-05-01,0.52,Quarter,Regular Cash,2020-06-16,2020-06-30,2020-06-17,/bbgid/BBG007PN0489
1,2020-02-10,0.52,Quarter,Regular Cash,2020-03-13,2020-04-03,2020-03-16,/bbgid/BBG007PN0489
2,2019-10-28,0.5,Quarter,Regular Cash,2019-12-16,2020-01-03,2019-12-17,/bbgid/BBG007PN0489
3,2019-08-02,0.5,Quarter,Regular Cash,2019-09-16,2019-10-03,2019-09-17,/bbgid/BBG007PN0489
4,2019-04-29,0.5,Quarter,Regular Cash,2019-06-14,2019-07-03,2019-06-17,/bbgid/BBG007PN0489
5,2019-01-23,0.5,Quarter,Regular Cash,2019-03-14,2019-04-03,2019-03-15,/bbgid/BBG007PN0489
6,2018-10-24,0.45,Quarter,Regular Cash,2018-12-14,2019-01-04,2018-12-17,/bbgid/BBG007PN0489
7,2018-08-01,0.45,Quarter,Regular Cash,2018-09-06,2018-10-01,2018-09-07,/bbgid/BBG007PN0489
8,2018-04-24,0.45,Quarter,Regular Cash,2018-05-14,2018-07-03,2018-05-15,/bbgid/BBG007PN0489
9,2018-02-12,0.45,Quarter,Regular Cash,2018-03-14,2018-04-02,2018-03-15,/bbgid/BBG007PN0489
10,2017-10-26,0.21,Quarter,Regular Cash,2017-12-14,2018-01-03,2017-12-15,/bbgid/BBG007PN0489
11,2017-08-02,0.2,Quarter,Regular Cash,2017-09-14,2017-10-03,2017-09-15,/bbgid/BBG007PN0489
12,2017-04-26,0.19,Quarter,Regular Cash,2017-05-11,2017-07-06,2017-05-15,/bbgid/BBG007PN0489
13,2017-02-13,0.18,Quarter,Regular Cash,2017-03-01,2017-04-04,2017-03-03,/bbgid/BBG007PN0489
14,2016-10-24,0.17,Quarter,Regular Cash,2016-12-06,2017-01-04,2016-12-08,/bbgid/BBG007PN0489
15,2016-08-02,0.16,Quarter,Regular Cash,2016-09-01,2016-10-04,2016-09-06,/bbgid/BBG007PN0489
16,2016-04-28,0.15,Quarter,Regular Cash,2016-05-12,2016-07-06,2016-05-16,/bbgid/BBG007PN0489
17,2016-02-16,0.14,Quarter,Regular Cash,2016-03-01,2016-04-04,2016-03-03,/bbgid/BBG007PN0489
18,2015-10-27,0.13,Quarter,Regular Cash,2015-11-23,2016-01-05,2015-11-25,/bbgid/BBG007PN0489
19,2015-07-27,0.12,Quarter,Regular Cash,2015-08-26,2015-10-02,2015-08-28,/bbgid/BBG007PN0489
20,2015-04-27,0.1,Quarter,Regular Cash,2015-05-27,2015-07-03,2015-05-29,/bbgid/BBG007PN0489
21,2015-02-17,0.09,Quarter,Regular Cash,2015-02-27,2015-04-02,2015-03-03,/bbgid/BBG007PN0489
0,2020-07-28,2.25,Quarter,Regular Cash,2020-08-06,2020-08-17,2020-08-07,/bbgid/BBG000BSPWD3
1,2020-04-27,2.25,Quarter,Regular Cash,2020-05-06,2020-05-18,2020-05-07,/bbgid/BBG000BSPWD3
2,2020-02-19,2.25,Quarter,Regular Cash,2020-02-28,2020-03-12,2020-03-02,/bbgid/BBG000BSPWD3
3,2019-10-30,2.25,Quarter,Regular Cash,2019-11-07,2019-11-21,2019-11-11,/bbgid/BBG000BSPWD3
4,2019-07-31,2.25,Quarter,Regular Cash,2019-08-09,2019-08-22,2019-08-12,/bbgid/BBG000BSPWD3
5,2019-04-30,2.25,Quarter,Regular Cash,2019-05-09,2019-05-21,2019-05-10,/bbgid/BBG000BSPWD3
6,2019-02-20,2.25,Quarter,Regular Cash,2019-03-01,2019-03-14,2019-03-04,/bbgid/BBG000BSPWD3
7,2018-10-31,1.5,Quarter,Regular Cash,2018-11-08,2018-11-23,2018-11-12,/bbgid/BBG000BSPWD3
8,2018-08-07,1.5,Quarter,Regular Cash,2018-08-17,2018-08-30,2018-08-20,/bbgid/BBG000BSPWD3
9,2018-05-02,1.5,Quarter,Regular Cash,2018-05-11,2018-05-24,2018-05-14,/bbgid/BBG000BSPWD3
10,2018-02-21,1.5,Quarter,Regular Cash,2018-03-02,2018-03-15,2018-03-05,/bbgid/BBG000BSPWD3
11,2017-11-01,1.5,Quarter,Regular Cash,2017-11-10,2017-11-24,2017-11-13,/bbgid/BBG000BSPWD3
12,2017-08-02,1.5,Quarter,Regular Cash,2017-08-10,2017-08-24,2017-08-14,/bbgid/BBG000BSPWD3
13,2017-05-03,1.5,Quarter,Regular Cash,2017-05-11,2017-05-25,2017-05-15,/bbgid/BBG000BSPWD3
14,2017-02-02,1.5,Quarter,Regular Cash,2017-02-09,2017-02-23,2017-02-13,/bbgid/BBG000BSPWD3
15,2012-12-07,3.0,Annual,Regular Cash,2012-12-13,2012-12-28,2012-12-17,/bbgid/BBG000BSPWD3
16,2012-12-07,3.0,Annual,Regular Cash,2012-12-13,2012-12-28,2012-12-17,/bbgid/BBG000BSPWD3
17,2012-12-07,3.0,Annual,Regular Cash,2012-12-13,2012-12-28,2012-12-17,/bbgid/BBG000BSPWD3
18,2012-12-07,3.0,Annual,Regular Cash,2012-12-13,2012-12-28,2012-12-17,/bbgid/BBG000BSPWD3
19,2011-03-09,-2.4245362661989844e-14,Suspend,Discontinued,2011-03-09,,,/bbgid/BBG000BSPWD3
20,2010-12-06,6.0,None,Special Cash,2010-12-16,2010-12-31,2010-12-20,/bbgid/BBG000BSPWD3
21,2010-12-06,0.75,Quarter,Regular Cash,2010-12-16,2010-12-31,2010-12-20,/bbgid/BBG000BSPWD3
22,2010-09-07,0.75,Quarter,Regular Cash,2010-09-15,2010-09-30,2010-09-17,/bbgid/BBG000BSPWD3
23,2010-06-07,0.75,Quarter,Regular Cash,2010-06-16,2010-06-30,2010-06-18,/bbgid/BBG000BSPWD3
24,2010-03-05,0.75,Quarter,Regular Cash,2010-03-17,2010-03-31,2010-03-19,/bbgid/BBG000BSPWD3
25,2009-12-14,0.75,Quarter,Regular Cash,2009-12-17,2009-12-31,2009-12-21,/bbgid/BBG000BSPWD3
26,2009-09-08,0.75,Quarter,Regular Cash,2009-09-16,2009-09-30,2009-09-18,/bbgid/BBG000BSPWD3
27,2009-06-09,0.75,Quarter,Regular Cash,2009-06-17,2009-06-30,2009-06-19,/bbgid/BBG000BSPWD3
28,2009-03-02,0.75,Quarter,Regular Cash,2009-03-18,2009-03-31,2009-03-20,/bbgid/BBG000BSPWD3
29,2008-12-09,0.75,Quarter,Regular Cash,2008-12-18,2008-12-31,2008-12-22,/bbgid/BBG000BSPWD3
30,2008-09-08,0.75,Quarter,Regular Cash,2008-09-17,2008-09-30,2008-09-19,/bbgid/BBG000BSPWD3
31,2008-06-09,0.75,Quarter,Regular Cash,2008-06-18,2008-06-30,2008-06-20,/bbgid/BBG000BSPWD3
32,2008-02-28,0.75,Quarter,Regular Cash,2008-03-18,2008-03-31,2008-03-21,/bbgid/BBG000BSPWD3
33,2007-12-10,0.75,Quarter,Regular Cash,2007-12-19,2007-12-31,2007-12-21,/bbgid/BBG000BSPWD3
34,2007-09-07,0.75,Quarter,Regular Cash,2007-09-14,2007-09-28,2007-09-18,/bbgid/BBG000BSPWD3
35,2007-06-08,0.75,Quarter,Regular Cash,2007-06-15,2007-06-29,2007-06-19,/bbgid/BBG000BSPWD3
36,2007-03-05,0.75,Quarter,Regular Cash,2007-03-16,2007-03-30,2007-03-20,/bbgid/BBG000BSPWD3
37,2006-12-11,0.75,Quarter,Regular Cash,2006-12-19,2006-12-29,2006-12-21,/bbgid/BBG000BSPWD3
38,2006-08-10,0.75,Quarter,Regular Cash,2006-09-15,2006-09-29,2006-09-19,/bbgid/BBG000BSPWD3
39,2006-05-30,0.75,Quarter,Regular Cash,2006-06-16,2006-06-30,2006-06-20,/bbgid/BBG000BSPWD3
40,2006-03-06,0.75,Quarter,Regular Cash,2006-03-17,2006-03-31,2006-03-21,/bbgid/BBG000BSPWD3
41,2005-12-09,0.75,Quarter,Regular Cash,2005-12-16,2005-12-30,2005-12-20,/bbgid/BBG000BSPWD3
42,2005-09-09,0.75,Quarter,Regular Cash,2005-09-16,2005-09-30,2005-09-20,/bbgid/BBG000BSPWD3
43,2005-06-08,0.75,Quarter,Regular Cash,2005-06-16,2005-06-30,2005-06-20,/bbgid/BBG000BSPWD3
44,2005-03-04,0.75,Quarter,Regular Cash,2005-03-17,2005-03-31,2005-03-21,/bbgid/BBG000BSPWD3
45,2004-12-08,0.75,Quarter,Regular Cash,2004-12-17,2004-12-31,2004-12-21,/bbgid/BBG000BSPWD3
46,2004-08-10,0.75,Quarter,Regular Cash,2004-09-16,2004-09-30,2004-09-20,/bbgid/BBG000BSPWD3
47,2004-06-10,0.75,Quarter,Regular Cash,2004-06-17,2004-06-30,2004-06-21,/bbgid/BBG000BSPWD3
48,2004-02-27,0.75,Quarter,Regular Cash,2004-03-18,2004-03-31,2004-03-22,/bbgid/BBG000BSPWD3
49,2003-11-28,0.75,Quarter,Regular Cash,2003-12-17,2003-12-31,2003-12-19,/bbgid/BBG000BSPWD3
50,2003-08-05,0.75,Quarter,Regular Cash,2003-09-17,2003-09-30,2003-09-19,/bbgid/BBG000BSPWD3
51,2003-04-28,0.75,Quarter,Regular Cash,2003-06-18,2003-06-30,2003-06-20,/bbgid/BBG000BSPWD3
52,2003-03-04,0.75,Quarter,Regular Cash,2003-03-19,2003-03-31,2003-03-21,/bbgid/BBG000BSPWD3
53,2002-12-13,0.75,Quarter,Regular Cash,2002-12-19,2002-12-31,2002-12-23,/bbgid/BBG000BSPWD3
54,2002-09-06,0.75,Quarter,Regular Cash,2002-09-18,2002-09-30,2002-09-20,/bbgid/BBG000BSPWD3
55,2002-04-29,0.75,Quarter,Regular Cash,2002-06-14,2002-06-28,2002-06-18,/bbgid/BBG000BSPWD3
56,2002-03-12,0.25,Quarter,Regular Cash,2002-03-15,2002-03-29,2002-03-19,/bbgid/BBG000BSPWD3
57,2001-12-03,0.25,Quarter,Regular Cash,2001-12-19,2001-12-31,2001-12-21,/bbgid/BBG000BSPWD3
58,2001-08-06,0.25,Quarter,Regular Cash,2001-09-14,2001-09-28,2001-09-18,/bbgid/BBG000BSPWD3
